material_id,density_g_cm3,Energy(MeV),n_incident,n_transmitted_strict,n_transmitted_forward,T_strict,T_strict_uncertainty,MAC_strict(cm2/g),T_forward,MAC_forward(cm2/g),IdealMAC(cm2/g),LAC(1/cm),HVL(cm),TVL(cm),MFP(cm),Zeff,RPE(%),OpticalDensity,CrossSection(barn),Thikness(cm),geant4_version,physics_list,seed,run_id,timestamp
base,1.352030e+00,1.000000e-01,997221,800221,911451,8.024510e-01,3.987043e-04,1.627808e-01,9.139910e-01,6.651818e-02,1.635151e-01,2.200845e-01,3.149460e+00,1.046228e+01,4.543710e+00,6.329385e+00,1.975490e+01,9.558147e-02,1.917277e+00,1.000000e+00,$Name: geant4-11-04-patch-02 $,G4EmStandardPhysics_option4+G4DecayPhysics+G4RadioactiveDecayPhysics,3000047,base_2026-09-19T19:31:41Z,2026-09-19T19:31:41Z
