material_id,density_g_cm3,Energy(MeV),n_incident,n_transmitted_strict,n_transmitted_forward,T_strict,T_strict_uncertainty,MAC_strict(cm2/g),T_forward,MAC_forward(cm2/g),IdealMAC(cm2/g),LAC(1/cm),HVL(cm),TVL(cm),MFP(cm),Zeff,RPE(%),OpticalDensity,CrossSection(barn),Thikness(cm),geant4_version,physics_list,seed,run_id,timestamp
dO,1.352030e+00,3.000000e-01,998004,855597,947628,8.573082e-01,3.501079e-04,1.138716e-01,9.495232e-01,3.830926e-02,1.141619e-01,1.539578e-01,4.502189e+00,1.495595e+01,6.495286e+00,2.433677e+00,1.426918e+01,6.686303e-02,1.351158e+00,1.000000e+00,$Name: geant4-11-04-patch-02 $,G4EmStandardPhysics_option4+G4DecayPhysics+G4RadioactiveDecayPhysics,3001057,dO_2026-09-19T19:33:39Z,2026-09-19T19:33:39Z
