material_id,density_g_cm3,Energy(MeV),n_incident,n_transmitted_strict,n_transmitted_forward,T_strict,T_strict_uncertainty,MAC_strict(cm2/g),T_forward,MAC_forward(cm2/g),IdealMAC(cm2/g),LAC(1/cm),HVL(cm),TVL(cm),MFP(cm),Zeff,RPE(%),OpticalDensity,CrossSection(barn),Thikness(cm),geant4_version,physics_list,seed,run_id,timestamp
dN,1.352030e+00,5.000000e-02,996131,748226,868911,7.511321e-01,4.331959e-04,2.116622e-01,8.722859e-01,1.010614e-01,2.110786e-01,2.861737e-01,2.422120e+00,8.046110e+00,3.494381e+00,6.988868e+00,2.488679e+01,1.242837e-01,2.503551e+00,1.000000e+00,$Name: geant4-11-04-patch-02 $,G4EmStandardPhysics_option4+G4DecayPhysics+G4RadioactiveDecayPhysics,3002037,dN_2026-09-19T19:28:06Z,2026-09-19T19:28:06Z
