material_id,density_g_cm3,Energy(MeV),n_incident,n_transmitted_strict,n_transmitted_forward,T_strict,T_strict_uncertainty,MAC_strict(cm2/g),T_forward,MAC_forward(cm2/g),IdealMAC(cm2/g),LAC(1/cm),HVL(cm),TVL(cm),MFP(cm),Zeff,RPE(%),OpticalDensity,CrossSection(barn),Thikness(cm),geant4_version,physics_list,seed,run_id,timestamp
dS,1.352030e+00,1.000000e+01,999679,971730,989546,9.720420e-01,1.648789e-04,2.097308e-02,9.898637e-01,7.535318e-03,2.119204e-02,2.835624e-02,2.444426e+01,8.120206e+01,3.526561e+01,5.885864e+00,2.795797e+00,1.231496e-02,2.484031e-01,1.000000e+00,$Name: geant4-11-04-patch-02 $,G4EmStandardPhysics_option4+G4DecayPhysics+G4RadioactiveDecayPhysics,4003077,dS_2026-09-19T19:45:15Z,2026-09-19T19:45:15Z
