mixture,E_MeV,n_incident_pooled,n_transmitted_pooled,T,MAC_G4,u_MAC,MAC_XCOM,dev_pct,dev_sigma,MAC_s1,MAC_s2,LAC,u_LAC,MFP_cm,HVL_cm,TVL_cm,RPE_1cm_pct,u_RPE_pct
5,0.03,1986606,1299869,0.654316,0.328728,0.000400,0.327296,+0.437,+3.58,0.328411,0.329044,0.424164,0.000516,2.35758,1.63415,5.42852,34.5684,0.0337
5,0.04,1990697,1453203,0.729997,0.243904,0.000334,0.244737,-0.340,-2.49,0.243788,0.244021,0.314715,0.000431,3.17748,2.20246,7.31642,27.0003,0.0315
5,0.05,1992452,1518080,0.761915,0.210738,0.000307,0.212007,-0.599,-4.13,0.210608,0.210868,0.271920,0.000396,3.67756,2.54909,8.46789,23.8085,0.0302
5,0.06,1993088,1552751,0.779068,0.193484,0.000292,0.194754,-0.652,-4.34,0.193226,0.193743,0.249657,0.000377,4.00550,2.77640,9.22299,22.0932,0.0294
5,0.08,1993957,1590792,0.797807,0.175064,0.000276,0.175750,-0.390,-2.48,0.175066,0.175062,0.225889,0.000357,4.42695,3.06853,10.19343,20.2193,0.0284
5,0.1,1994355,1615629,0.810101,0.163212,0.000266,0.164117,-0.551,-3.40,0.163004,0.163421,0.210596,0.000343,4.74842,3.29135,10.93364,18.9899,0.0278
5,0.15,1995114,1655301,0.829677,0.144707,0.000249,0.145260,-0.381,-2.23,0.144453,0.144961,0.186718,0.000321,5.35566,3.71226,12.33186,17.0323,0.0266
5,0.2,1995444,1682696,0.843269,0.132114,0.000237,0.132404,-0.219,-1.23,0.132254,0.131973,0.170469,0.000305,5.86616,4.06611,13.50733,15.6731,0.0257
5,0.3,1996046,1721691,0.862551,0.114593,0.000219,0.114745,-0.133,-0.70,0.114183,0.115003,0.147861,0.000283,6.76310,4.68782,15.57260,13.7449,0.0244
5,0.356,1996398,1738998,0.871068,0.106978,0.000211,0.107509,-0.494,-2.52,0.107003,0.106952,0.138035,0.000272,7.24451,5.02151,16.68111,12.8932,0.0237
5,0.4,1996563,1749076,0.876043,0.102563,0.000206,0.102687,-0.120,-0.60,0.103034,0.102093,0.132340,0.000266,7.55632,5.23764,17.39907,12.3957,0.0233
5,0.5,1996934,1770211,0.886464,0.093399,0.000196,0.093726,-0.349,-1.67,0.093337,0.093461,0.120514,0.000253,8.29777,5.75158,19.10633,11.3536,0.0224
5,0.511,1996919,1772318,0.887526,0.092471,0.000195,0.092870,-0.430,-2.04,0.092677,0.092265,0.119317,0.000252,8.38102,5.80928,19.29802,11.2474,0.0224
5,0.6,1997192,1786054,0.894283,0.086594,0.000189,0.086662,-0.079,-0.36,0.086804,0.086383,0.111733,0.000243,8.94987,6.20358,20.60784,10.5717,0.0218
5,0.662,1997344,1794485,0.898436,0.083003,0.000184,0.082977,+0.031,+0.14,0.082883,0.083122,0.107100,0.000238,9.33705,6.47195,21.49935,10.1564,0.0214
5,0.8,1997519,1810812,0.906531,0.076051,0.000176,0.076101,-0.065,-0.28,0.076031,0.076071,0.098131,0.000227,10.19051,7.06352,23.46451,9.3469,0.0206
5,1.0,1997752,1829907,0.915983,0.068012,0.000166,0.068418,-0.593,-2.44,0.068041,0.067984,0.087757,0.000214,11.39505,7.89845,26.23807,8.4017,0.0196
5,1.173,1997974,1841045,0.921456,0.063395,0.000160,0.063215,+0.285,+1.13,0.063391,0.063400,0.081800,0.000207,12.22489,8.47365,28.14885,7.8544,0.0190
5,1.33,1998090,1851738,0.926754,0.058952,0.000154,0.059263,-0.525,-2.02,0.059279,0.058625,0.076067,0.000199,13.14629,9.11232,30.27046,7.3246,0.0184
5,1.5,1998288,1860178,0.930886,0.055504,0.000149,0.055683,-0.321,-1.19,0.055415,0.055594,0.071619,0.000193,13.96285,9.67831,32.15064,6.9114,0.0179
5,2.0,1998530,1878944,0.940163,0.047819,0.000138,0.047778,+0.086,+0.30,0.047957,0.047681,0.061702,0.000178,16.20693,11.23379,37.31784,5.9837,0.0168
5,2.51,1998677,1893048,0.947151,0.042080,0.000129,0.042217,-0.324,-1.05,0.042039,0.042122,0.054297,0.000167,18.41714,12.76579,42.40704,5.2849,0.0158
5,3.0,1998770,1902536,0.951853,0.038242,0.000123,0.038308,-0.173,-0.54,0.038411,0.038073,0.049344,0.000159,20.26578,14.04717,46.66369,4.8147,0.0151
5,4.0,1998987,1916898,0.958935,0.032498,0.000113,0.032771,-0.834,-2.41,0.032452,0.032544,0.041932,0.000146,23.84797,16.53015,54.91197,4.1065,0.0140
5,5.0,1999116,1925637,0.963244,0.029022,0.000107,0.029123,-0.345,-0.94,0.029080,0.028965,0.037448,0.000138,26.70351,18.50946,61.48710,3.6756,0.0133
5,6.0,1999175,1932197,0.966497,0.026410,0.000102,0.026547,-0.517,-1.35,0.026348,0.026471,0.034077,0.000132,29.34539,20.34068,67.57027,3.3503,0.0127
5,7.0,1999239,1937299,0.969018,0.024391,0.000098,0.024636,-0.996,-2.50,0.024480,0.024302,0.031472,0.000126,31.77440,22.02434,73.16327,3.0982,0.0123
5,8.0,1999268,1940624,0.970667,0.023073,0.000095,0.023165,-0.397,-0.97,0.023053,0.023093,0.029772,0.000123,33.58912,23.28221,77.34181,2.9333,0.0119
5,9.0,1999270,1943289,0.971999,0.022010,0.000093,0.022006,+0.019,+0.05,0.021889,0.022131,0.028400,0.000120,35.21100,24.40641,81.07632,2.8001,0.0117
5,10.0,1999340,1945550,0.973096,0.021136,0.000091,0.021067,+0.328,+0.76,0.021138,0.021134,0.027272,0.000118,36.66709,25.41569,84.42909,2.6904,0.0114
5,11.0,1999296,1947998,0.974342,0.020145,0.000089,0.020297,-0.751,-1.71,0.020171,0.020118,0.025993,0.000115,38.47198,26.66675,88.58502,2.5658,0.0112
5,12.0,1999334,1949715,0.975182,0.019476,0.000087,0.019653,-0.898,-2.02,0.019434,0.019519,0.025131,0.000113,39.79162,27.58145,91.62360,2.4818,0.0110
5,13.0,1999425,1950845,0.975703,0.019063,0.000086,0.019109,-0.242,-0.54,0.019040,0.019086,0.024597,0.000112,40.65532,28.18012,93.61233,2.4297,0.0109
5,14.0,1999352,1952334,0.976483,0.018443,0.000085,0.018649,-1.104,-2.42,0.018553,0.018334,0.023798,0.000110,42.02114,29.12683,96.75724,2.3517,0.0107
5,15.0,1999398,1952907,0.976748,0.018234,0.000085,0.018254,-0.112,-0.24,0.018279,0.018188,0.023527,0.000109,42.50417,29.46165,97.86947,2.3252,0.0107
6,0.01,1804860,9978,0.005528,3.939757,0.007567,3.959410,-0.496,-2.60,3.945066,3.934488,5.197856,0.009983,0.19239,0.13335,0.44299,99.4472,0.0055
6,0.015,1936568,356698,0.184191,1.282301,0.001146,1.284236,-0.151,-1.69,1.282169,1.282433,1.691783,0.001512,0.59109,0.40971,1.36104,81.5809,0.0279
6,0.02,1969667,833774,0.423307,0.651584,0.000630,0.648491,+0.477,+4.91,0.650869,0.652300,0.859657,0.000832,1.16325,0.80631,2.67849,57.6693,0.0352
6,0.03,1986311,1292458,0.650683,0.325720,0.000394,0.325242,+0.147,+1.21,0.325429,0.326011,0.429733,0.000520,2.32702,1.61297,5.35817,34.9317,0.0338
6,0.04,1990698,1444330,0.725539,0.243183,0.000330,0.243722,-0.221,-1.63,0.243401,0.242965,0.320840,0.000436,3.11682,2.16042,7.17674,27.4461,0.0316
6,0.05,1992273,1508874,0.757363,0.210646,0.000304,0.211383,-0.349,-2.42,0.210836,0.210456,0.277913,0.000401,3.59825,2.49412,8.28529,24.2637,0.0304
6,0.06,1992988,1544567,0.775001,0.193197,0.000289,0.194309,-0.572,-3.84,0.193246,0.193148,0.254891,0.000382,3.92324,2.71938,9.03359,22.4999,0.0296
6,0.08,1993830,1583225,0.794062,0.174780,0.000273,0.175448,-0.381,-2.44,0.174504,0.175057,0.230594,0.000361,4.33664,3.00593,9.98547,20.5938,0.0286
6,0.1,1994366,1607695,0.806118,0.163359,0.000263,0.163873,-0.314,-1.95,0.163347,0.163371,0.215525,0.000347,4.63984,3.21609,10.68362,19.3882,0.0280
6,0.15,1995101,1648745,0.826397,0.144528,0.000246,0.145066,-0.371,-2.19,0.144559,0.144496,0.190680,0.000324,5.24438,3.63513,12.07563,17.3603,0.0268
6,0.2,1995541,1676098,0.839922,0.132223,0.000234,0.132230,-0.005,-0.03,0.132571,0.131875,0.174447,0.000309,5.73241,3.97340,13.19936,16.0078,0.0260
6,0.3,1996140,1716719,0.860019,0.114300,0.000216,0.114595,-0.257,-1.36,0.113994,0.114607,0.150800,0.000286,6.63128,4.59645,15.26909,13.9981,0.0246
6,0.356,1996309,1733998,0.868602,0.106774,0.000209,0.107367,-0.553,-2.84,0.106584,0.106964,0.140870,0.000275,7.09873,4.92047,16.34543,13.1398,0.0239
6,0.4,1996485,1743993,0.873532,0.102484,0.000204,0.102552,-0.066,-0.33,0.102629,0.102339,0.135211,0.000269,7.39586,5.12642,17.02959,12.6468,0.0235
6,0.5,1996857,1764642,0.883710,0.093704,0.000195,0.093604,+0.107,+0.51,0.093770,0.093637,0.123627,0.000257,8.08887,5.60678,18.62532,11.6290,0.0227
6,0.511,1996834,1766847,0.884824,0.092749,0.000194,0.092748,+0.001,+0.00,0.092610,0.092887,0.122366,0.000255,8.17218,5.66453,18.81715,11.5176,0.0226
6,0.6,1997185,1782170,0.892341,0.086337,0.000186,0.086548,-0.244,-1.13,0.086261,0.086412,0.113907,0.000246,8.77909,6.08520,20.21461,10.7659,0.0219
6,0.662,1997199,1791109,0.896810,0.082550,0.000182,0.082867,-0.383,-1.74,0.082488,0.082611,0.108911,0.000240,9.18183,6.36436,21.14195,10.3190,0.0215
6,0.8,1997568,1807325,0.904763,0.075858,0.000174,0.076002,-0.189,-0.83,0.075844,0.075873,0.100083,0.000230,9.99175,6.92575,23.00685,9.5237,0.0208
6,1.0,1997819,1826856,0.914425,0.067807,0.000164,0.068329,-0.764,-3.18,0.067916,0.067697,0.089460,0.000216,11.17823,7.74816,25.73882,8.5575,0.0198
6,1.173,1997944,1838858,0.920375,0.062891,0.000158,0.063131,-0.381,-1.52,0.062818,0.062963,0.082974,0.000208,12.05198,8.35380,27.75071,7.9625,0.0192
6,1.33,1998099,1848155,0.924957,0.059127,0.000153,0.059187,-0.101,-0.39,0.058922,0.059332,0.078008,0.000202,12.81913,8.88555,29.51715,7.5043,0.0186
6,1.5,1998238,1856977,0.929307,0.055570,0.000148,0.055610,-0.071,-0.27,0.055656,0.055485,0.073316,0.000195,13.63961,9.45426,31.40636,7.0693,0.0181
6,2.0,1998495,1877417,0.939415,0.047370,0.000136,0.047719,-0.730,-2.56,0.047416,0.047325,0.062498,0.000180,16.00064,11.09080,36.84283,6.0585,0.0169
6,2.51,1998706,1890375,0.945799,0.042237,0.000128,0.042165,+0.171,+0.56,0.042548,0.041926,0.055725,0.000169,17.94535,12.43877,41.32069,5.4201,0.0160
6,3.0,1998797,1901303,0.951224,0.037903,0.000121,0.038266,-0.950,-2.99,0.037636,0.038169,0.050006,0.000160,19.99758,13.86126,46.04612,4.8776,0.0152
6,4.0,1998948,1915369,0.958189,0.032373,0.000112,0.032741,-1.124,-3.29,0.032480,0.032266,0.042711,0.000148,23.41331,16.22887,53.91114,4.1811,0.0142
6,5.0,1999126,1924265,0.962553,0.028928,0.000106,0.029103,-0.600,-1.65,0.028950,0.028906,0.038166,0.000140,26.20133,18.16137,60.33078,3.7447,0.0134
6,6.0,1999142,1930625,0.965727,0.026433,0.000101,0.026535,-0.383,-1.01,0.026310,0.026557,0.034874,0.000133,28.67441,19.87558,66.02526,3.4273,0.0129
6,7.0,1999215,1935471,0.968115,0.024561,0.000097,0.024630,-0.281,-0.71,0.024458,0.024664,0.032404,0.000128,30.86049,21.39086,71.05890,3.1885,0.0124
6,8.0,1999281,1939357,0.970027,0.023066,0.000094,0.023164,-0.425,-1.04,0.022937,0.023194,0.030431,0.000124,32.86107,22.77756,75.66542,2.9973,0.0121
6,9.0,1999295,1942655,0.971670,0.021783,0.000092,0.022010,-1.031,-2.48,0.021767,0.021799,0.028739,0.000121,34.79589,24.11867,80.12050,2.8330,0.0117
6,10.0,1999333,1944593,0.972621,0.021042,0.000090,0.021074,-0.154,-0.36,0.021162,0.020921,0.027761,0.000119,36.02186,24.96845,82.94339,2.7379,0.0115
6,11.0,1999311,1946472,0.973571,0.020301,0.000088,0.020308,-0.033,-0.08,0.020251,0.020351,0.026784,0.000117,37.33556,25.87904,85.96830,2.6429,0.0113
6,12.0,1999337,1948237,0.974442,0.019624,0.000087,0.019668,-0.223,-0.51,0.019616,0.019633,0.025891,0.000115,38.62381,26.77199,88.93461,2.5558,0.0112
6,13.0,1999352,1949571,0.975101,0.019111,0.000086,0.019126,-0.078,-0.18,0.019040,0.019182,0.025214,0.000113,39.66085,27.49081,91.32249,2.4899,0.0110
6,14.0,1999389,1951107,0.975852,0.018528,0.000084,0.018669,-0.755,-1.67,0.018600,0.018456,0.024445,0.000111,40.90861,28.35569,94.19556,2.4148,0.0109
6,15.0,1999380,1951918,0.976262,0.018210,0.000084,0.018276,-0.363,-0.79,0.018115,0.018304,0.024025,0.000110,41.62391,28.85150,95.84259,2.3738,0.0108
7,0.01,1805656,9377,0.005193,3.897527,0.007631,3.931354,-0.860,-4.43,3.893659,3.901413,5.260419,0.010300,0.19010,0.13177,0.43772,99.4807,0.0053
7,0.015,1937337,348170,0.179716,1.271692,0.001137,1.272421,-0.057,-0.64,1.271420,1.271964,1.716379,0.001535,0.58262,0.40384,1.34154,82.0284,0.0276
7,0.02,1969423,821624,0.417190,0.647718,0.000624,0.642672,+0.785,+8.09,0.647706,0.647730,0.874213,0.000842,1.14389,0.79288,2.63389,58.2810,0.0351
7,0.03,1986644,1282032,0.645325,0.324521,0.000390,0.323189,+0.412,+3.42,0.324919,0.324124,0.438000,0.000526,2.28310,1.58253,5.25704,35.4675,0.0339
7,0.04,1990739,1435299,0.720988,0.242378,0.000327,0.242707,-0.136,-1.01,0.242730,0.242025,0.327133,0.000441,3.05686,2.11886,7.03869,27.9012,0.0318
7,0.05,1992401,1499855,0.752788,0.210399,0.000301,0.210758,-0.170,-1.19,0.210600,0.210198,0.283972,0.000406,3.52147,2.44090,8.10849,24.7212,0.0306
7,0.06,1993216,1536465,0.770847,0.192834,0.000286,0.193864,-0.531,-3.60,0.193223,0.192446,0.260265,0.000386,3.84224,2.66324,8.84708,22.9153,0.0298
7,0.08,1994008,1575554,0.790144,0.174515,0.000270,0.175147,-0.361,-2.34,0.174495,0.174535,0.235540,0.000365,4.24557,2.94280,9.77578,20.9856,0.0288
7,0.1,1994387,1601208,0.802857,0.162689,0.000260,0.163628,-0.574,-3.61,0.162772,0.162606,0.219578,0.000351,4.55418,3.15672,10.48639,19.7143,0.0282
7,0.15,1995148,1641815,0.822904,0.144416,0.000243,0.144871,-0.314,-1.87,0.144317,0.144516,0.194916,0.000328,5.13042,3.55613,11.81322,17.7096,0.0270
7,0.2,1995395,1670204,0.837029,0.131806,0.000231,0.132056,-0.189,-1.08,0.131959,0.131654,0.177896,0.000312,5.62125,3.89636,12.94342,16.2971,0.0261
7,0.3,1996221,1711793,0.857517,0.113889,0.000214,0.114444,-0.485,-2.59,0.113711,0.114068,0.153715,0.000289,6.50557,4.50931,14.97962,14.2483,0.0247
7,0.356,1996368,1729078,0.866112,0.106500,0.000206,0.107225,-0.676,-3.52,0.106766,0.106234,0.143741,0.000278,6.95695,4.82219,16.01896,13.3888,0.0241
7,0.4,1996474,1738607,0.870839,0.102467,0.000202,0.102416,+0.050,+0.25,0.102412,0.102523,0.138298,0.000273,7.23074,5.01197,16.64940,12.9161,0.0237
7,0.5,1996867,1760348,0.881555,0.093406,0.000192,0.093482,-0.082,-0.40,0.093344,0.093468,0.126068,0.000259,7.93223,5.49820,18.26464,11.8445,0.0229
7,0.511,1996873,1762799,0.882780,0.092377,0.000191,0.092627,-0.270,-1.31,0.092415,0.092339,0.124680,0.000258,8.02056,5.55943,18.46802,11.7220,0.0228
7,0.6,1997143,1776853,0.889697,0.086594,0.000185,0.086435,+0.184,+0.86,0.086500,0.086687,0.116874,0.000249,8.55623,5.93073,19.70146,11.0303,0.0222
7,0.662,1997306,1785943,0.894176,0.082873,0.000180,0.082757,+0.141,+0.65,0.083092,0.082655,0.111853,0.000243,8.94033,6.19696,20.58587,10.5824,0.0218
7,0.8,1997598,1803338,0.902753,0.075800,0.000172,0.075903,-0.135,-0.60,0.075870,0.075731,0.102306,0.000232,9.77459,6.77523,22.50683,9.7247,0.0210
7,1.0,1997785,1822613,0.912317,0.067992,0.000163,0.068241,-0.365,-1.53,0.068137,0.067848,0.091768,0.000219,10.89706,7.55327,25.09141,8.7683,0.0200
7,1.173,1998003,1836144,0.918990,0.062593,0.000156,0.063047,-0.720,-2.92,0.062582,0.062604,0.084480,0.000210,11.83706,8.20482,27.25583,8.1010,0.0193
7,1.33,1998171,1845151,0.923420,0.059030,0.000151,0.059110,-0.136,-0.53,0.059060,0.058999,0.079671,0.000204,12.55160,8.70010,28.90112,7.6580,0.0188
7,1.5,1998323,1853647,0.927601,0.055682,0.000146,0.055538,+0.260,+0.99,0.055357,0.056008,0.075153,0.000198,13.30614,9.22311,30.63852,7.2399,0.0183
7,2.0,1998482,1874414,0.937919,0.047487,0.000135,0.047660,-0.364,-1.29,0.047417,0.047557,0.064092,0.000182,15.60262,10.81491,35.92635,6.2081,0.0171
7,2.51,1998703,1888720,0.944973,0.041935,0.000126,0.042114,-0.425,-1.41,0.042131,0.041739,0.056599,0.000171,17.66812,12.24661,40.68235,5.5027,0.0161
7,3.0,1998852,1898344,0.949717,0.038225,0.000121,0.038225,-0.001,-0.00,0.038295,0.038154,0.051591,0.000163,19.38319,13.43541,44.63145,5.0283,0.0155
7,4.0,1999036,1913097,0.957010,0.032557,0.000111,0.032712,-0.474,-1.39,0.032605,0.032509,0.043942,0.000150,22.75744,15.77426,52.40095,4.2990,0.0143
7,5.0,1999101,1921840,0.961352,0.029203,0.000105,0.029083,+0.412,+1.14,0.029177,0.029228,0.039415,0.000142,25.37136,17.58609,58.41972,3.8648,0.0136
7,6.0,1999201,1928981,0.964876,0.026492,0.000100,0.026522,-0.113,-0.30,0.026331,0.026653,0.035756,0.000135,27.96756,19.38563,64.39768,3.5124,0.0130
7,7.0,1999127,1934163,0.967504,0.024477,0.000096,0.024624,-0.598,-1.53,0.024420,0.024533,0.033036,0.000130,30.27009,20.98163,69.69946,3.2496,0.0125
7,8.0,1999263,1937806,0.969260,0.023133,0.000093,0.023163,-0.129,-0.32,0.023164,0.023102,0.031222,0.000126,32.02848,22.20045,73.74831,3.0740,0.0122
7,9.0,1999308,1940779,0.970725,0.022014,0.000091,0.022013,+0.004,+0.01,0.022067,0.021961,0.029712,0.000123,33.65680,23.32911,77.49764,2.9275,0.0119
7,10.0,1999350,1943527,0.972079,0.020981,0.000089,0.021082,-0.479,-1.14,0.020948,0.021014,0.028318,0.000120,35.31352,24.47747,81.31239,2.7921,0.0117
7,11.0,1999275,1945264,0.972985,0.020291,0.000087,0.020319,-0.136,-0.32,0.020408,0.020175,0.027387,0.000118,36.51379,25.30943,84.07611,2.7015,0.0115
7,12.0,1999364,1947696,0.974158,0.019399,0.000085,0.019682,-1.440,-3.32,0.019619,0.019178,0.026182,0.000115,38.19419,26.47419,87.94537,2.5842,0.0112
7,13.0,1999401,1948504,0.974544,0.019105,0.000085,0.019143,-0.198,-0.45,0.019032,0.019178,0.025786,0.000114,38.78113,26.88103,89.29685,2.5456,0.0111
7,14.0,1999355,1949500,0.975064,0.018709,0.000084,0.018688,+0.114,+0.26,0.018699,0.018720,0.025252,0.000113,39.60130,27.44953,91.18535,2.4936,0.0110
7,15.0,1999375,1950950,0.975780,0.018166,0.000083,0.018298,-0.722,-1.60,0.018188,0.018144,0.024518,0.000111,40.78603,28.27072,93.91331,2.4220,0.0109
8,0.01,1804285,8899,0.004932,3.890465,0.007745,3.917326,-0.686,-3.47,3.895849,3.885122,5.311981,0.010574,0.18825,0.13049,0.43347,99.5068,0.0052
8,0.015,1936394,344684,0.178003,1.264079,0.001131,1.266513,-0.192,-2.15,1.264840,1.263319,1.725955,0.001544,0.57939,0.40160,1.33409,82.1997,0.0275
8,0.02,1969105,817470,0.415148,0.643863,0.000619,0.639762,+0.641,+6.62,0.643490,0.644235,0.879120,0.000846,1.13750,0.78846,2.61919,58.4852,0.0351
8,0.03,1986564,1278704,0.643676,0.322663,0.000387,0.322162,+0.156,+1.30,0.322726,0.322600,0.440559,0.000528,2.26984,1.57333,5.22650,35.6324,0.0340
8,0.04,1990598,1430633,0.718695,0.241923,0.000325,0.242199,-0.114,-0.85,0.242115,0.241731,0.330318,0.000443,3.02738,2.09842,6.97081,28.1305,0.0319
8,0.05,1992254,1496768,0.751294,0.209434,0.000299,0.210446,-0.481,-3.39,0.209669,0.209200,0.285959,0.000408,3.49701,2.42394,8.05216,24.8706,0.0306
8,0.06,1993063,1532924,0.769130,0.192250,0.000284,0.193641,-0.718,-4.89,0.192423,0.192077,0.262496,0.000388,3.80959,2.64060,8.77190,23.0870,0.0298
8,0.08,1993921,1570866,0.787828,0.174658,0.000269,0.174996,-0.193,-1.25,0.174063,0.175254,0.238476,0.000368,4.19329,2.90657,9.65542,21.2172,0.0290
8,0.1,1994329,1598581,0.801563,0.161999,0.000258,0.163506,-0.922,-5.84,0.161633,0.162365,0.221191,0.000352,4.52097,3.13370,10.40993,19.8437,0.0282
8,0.15,1995072,1638243,0.821145,0.144323,0.000242,0.144774,-0.312,-1.87,0.144136,0.144509,0.197056,0.000330,5.07470,3.51752,11.68494,17.8855,0.0271
8,0.2,1995457,1667087,0.835441,0.131681,0.000230,0.131969,-0.218,-1.25,0.131530,0.131832,0.179795,0.000314,5.56188,3.85520,12.80670,16.4559,0.0262
8,0.3,1996166,1708514,0.855898,0.113964,0.000213,0.114368,-0.353,-1.90,0.114450,0.113478,0.155604,0.000290,6.42656,4.45455,14.79769,14.4102,0.0249
8,0.356,1996441,1726118,0.864598,0.106557,0.000205,0.107154,-0.557,-2.91,0.106372,0.106742,0.145491,0.000280,6.87327,4.76419,15.82629,13.5402,0.0242
8,0.4,1996707,1736090,0.869477,0.102435,0.000201,0.102349,+0.085,+0.43,0.102655,0.102216,0.139864,0.000274,7.14981,4.95587,16.46304,13.0523,0.0238
8,0.5,1996885,1758076,0.880409,0.093284,0.000191,0.093421,-0.147,-0.72,0.093163,0.093405,0.127368,0.000261,7.85124,5.44206,18.07815,11.9591,0.0230
8,0.511,1996831,1759834,0.881313,0.092532,0.000190,0.092567,-0.038,-0.18,0.092791,0.092273,0.126342,0.000260,7.91503,5.48628,18.22503,11.8687,0.0229
8,0.6,1997205,1775759,0.889122,0.086072,0.000183,0.086378,-0.355,-1.67,0.085980,0.086163,0.117521,0.000250,8.50913,5.89808,19.59301,11.0878,0.0222
8,0.662,1997377,1785030,0.893687,0.082321,0.000179,0.082702,-0.461,-2.13,0.082263,0.082378,0.112400,0.000244,8.89683,6.16681,20.48571,10.6313,0.0218
8,0.8,1997568,1800517,0.901355,0.076064,0.000171,0.075853,+0.278,+1.23,0.075966,0.076162,0.103857,0.000234,9.62866,6.67408,22.17081,9.8645,0.0211
8,1.0,1997869,1820314,0.911128,0.068165,0.000162,0.068197,-0.046,-0.19,0.068026,0.068304,0.093072,0.000221,10.74436,7.44742,24.73980,8.8872,0.0201
8,1.173,1998005,1833759,0.917795,0.062826,0.000155,0.063005,-0.285,-1.16,0.062913,0.062738,0.085781,0.000212,11.65756,8.08041,26.84253,8.2205,0.0194
8,1.33,1998162,1843993,0.922845,0.058807,0.000150,0.059071,-0.447,-1.76,0.058826,0.058788,0.080294,0.000205,12.45416,8.63257,28.67677,7.7155,0.0189
8,1.5,1998239,1852521,0.927077,0.055456,0.000145,0.055502,-0.083,-0.32,0.055337,0.055575,0.075719,0.000198,13.20675,9.15422,30.40966,7.2923,0.0184
8,2.0,1998549,1873338,0.937349,0.047386,0.000134,0.047631,-0.515,-1.83,0.047444,0.047327,0.064700,0.000183,15.45606,10.71332,35.58889,6.2651,0.0171
8,2.51,1998709,1886540,0.943879,0.042301,0.000126,0.042089,+0.503,+1.68,0.042400,0.042202,0.057757,0.000172,17.31392,12.00109,39.86677,5.6121,0.0163
8,3.0,1998824,1897165,0.949141,0.038230,0.000120,0.038204,+0.067,+0.21,0.038245,0.038215,0.052198,0.000164,19.15770,13.27910,44.11223,5.0859,0.0155
8,4.0,1999003,1911760,0.956357,0.032683,0.000111,0.032697,-0.044,-0.13,0.032619,0.032746,0.044624,0.000151,22.40933,15.53296,51.59939,4.3643,0.0144
8,5.0,1999111,1921396,0.961125,0.029040,0.000104,0.029073,-0.114,-0.32,0.028990,0.029090,0.039651,0.000142,25.22031,17.48139,58.07192,3.8875,0.0137
8,6.0,1999142,1928829,0.964828,0.026223,0.000099,0.026516,-1.104,-2.96,0.026214,0.026233,0.035805,0.000135,27.92906,19.35895,64.30903,3.5172,0.0130
8,7.0,1999238,1933568,0.967152,0.024461,0.000095,0.024621,-0.649,-1.67,0.024514,0.024408,0.033399,0.000130,29.94092,20.75346,68.94152,3.2848,0.0126
8,8.0,1999287,1936985,0.968838,0.023186,0.000093,0.023162,+0.104,+0.26,0.023342,0.023030,0.031658,0.000127,31.58762,21.89487,72.73317,3.1162,0.0123
8,9.0,1999297,1940577,0.970630,0.021833,0.000090,0.022015,-0.827,-2.02,0.021828,0.021837,0.029810,0.000123,33.54549,23.25196,77.24134,2.9370,0.0119
8,10.0,1999309,1942867,0.971769,0.020974,0.000088,0.021086,-0.534,-1.27,0.021000,0.020947,0.028637,0.000121,34.91998,24.20468,80.40622,2.8231,0.0117
8,11.0,1999370,1945137,0.972875,0.020141,0.000086,0.020325,-0.907,-2.13,0.020173,0.020108,0.027500,0.000118,36.36401,25.20561,83.73122,2.7125,0.0115
8,12.0,1999407,1946614,0.973596,0.019598,0.000085,0.019689,-0.461,-1.06,0.019530,0.019666,0.026759,0.000116,37.37035,25.90315,86.04841,2.6404,0.0113
8,13.0,1999380,1948117,0.974361,0.019023,0.000084,0.019151,-0.668,-1.52,0.019142,0.018904,0.025974,0.000115,38.50023,26.68633,88.65007,2.5639,0.0112
8,14.0,1999411,1949317,0.974946,0.018583,0.000083,0.018698,-0.613,-1.38,0.018537,0.018630,0.025374,0.000113,39.41107,27.31767,90.74734,2.5054,0.0111
8,15.0,1999378,1950076,0.975341,0.018286,0.000082,0.018309,-0.124,-0.28,0.018357,0.018215,0.024968,0.000112,40.05161,27.76166,92.22224,2.4659,0.0110
9,0.01,1804490,8540,0.004733,3.875089,0.007815,3.903298,-0.723,-3.61,3.872715,3.877473,5.353272,0.010795,0.18680,0.12948,0.43013,99.5267,0.0051
9,0.015,1936963,340480,0.175780,1.258468,0.001126,1.260606,-0.170,-1.90,1.257297,1.259640,1.738520,0.001556,0.57520,0.39870,1.32445,82.4220,0.0273
9,0.02,1969487,812945,0.412770,0.640530,0.000615,0.636853,+0.577,+5.98,0.640339,0.640720,0.884865,0.000850,1.13012,0.78334,2.60219,58.7230,0.0351
9,0.03,1986535,1272609,0.640617,0.322357,0.000385,0.321135,+0.381,+3.18,0.322329,0.322385,0.445323,0.000531,2.24556,1.55651,5.17060,35.9383,0.0340
9,0.04,1990669,1426407,0.716547,0.241276,0.000323,0.241692,-0.172,-1.29,0.241758,0.240793,0.333312,0.000446,3.00019,2.07957,6.90820,28.3453,0.0319
9,0.05,1992401,1491919,0.748805,0.209400,0.000297,0.210134,-0.349,-2.47,0.210168,0.208633,0.289277,0.000410,3.45689,2.39613,7.95979,25.1195,0.0307
