condition,value,E_MeV,mixture,d_mfp,B_exposure,T_primary,T_broad,T_broad_using_Geant4_MAC
thickness_cm,5,0.2,7,0.8911676080569814,3.016259156778086,0.4101765476031247,1.2371987676035474,1.236988682284478
thickness_cm,5,0.2,8,0.9009422735448734,3.050033218396038,0.4061867403418192,1.2388830509145545,1.2386430300576357
thickness_cm,5,0.2,9,0.9109470702503328,3.0889805053637476,0.40214318577949354,1.2422124612377274,1.2422373497131853
thickness_cm,5,0.2,10,0.9316803499037023,3.1808598350732704,0.3938912787966582,1.2529129481099377,1.252747421880107
thickness_cm,5,0.3,1,0.7640336137125787,2.343634249446026,0.46578384066254114,1.0916269618152419,1.0915460893815783
thickness_cm,5,0.3,2,0.729232617338039,2.264335615737345,0.4822789406224983,1.0920413819715993,1.0918250014466881
thickness_cm,5,0.3,3,0.8026903068910143,2.4335094466959717,0.44812175591711717,1.090508526294291,1.0904982937489986
thickness_cm,5,0.3,4,0.7902283550913838,2.401694028915588,0.4537411693448606,1.0897474570887284,1.0897392631875757
thickness_cm,5,0.3,5,0.7402895277660406,2.283891531635466,0.47697579779035054,1.089360985368452,1.0893312652665958
thickness_cm,5,0.3,6,0.7559453551317196,2.323131831718042,0.4695664977411528,1.09086487801083,1.090811619645993
thickness_cm,5,0.3,7,0.7723146675385684,2.3647863894918295,0.46194258637491153,1.0923955409860446,1.0923042242805625
thickness_cm,5,0.3,8,0.7807815921980167,2.386584216205496,0.45804786472378256,1.0931698042164097,1.0931079250932725
thickness_cm,5,0.3,9,0.7894547663829886,2.409468337971772,0.4540923141933331,1.094121053565166,1.0940846206151524
thickness_cm,5,0.3,10,0.8074214056754971,2.4620753302538323,0.44600665494346287,1.0981019822653333,1.0981015570923942
thickness_cm,5,0.356,1,0.7158441011264929,2.1422015967821317,0.48877935841099907,1.047063922062188,1.0471330316620273
thickness_cm,5,0.356,2,0.6832585676037484,2.076195637933142,0.5049688334238073,1.0484140892466962,1.0484051198293487
thickness_cm,5,0.356,3,0.7520332819361348,2.2167583296902844,0.4714070741379072,1.0449955582701314,1.045127659709781
thickness_cm,5,0.356,4,0.7403620365535248,2.1905835558526556,0.476941214107419,1.0447795807321127,1.0448674505231468
thickness_cm,5,0.356,5,0.6936057069205566,2.092978163544171,0.4997707893732675,1.0460093489354823,1.046034301470687
thickness_cm,5,0.356,6,0.7082646271166049,2.125312769997694,0.49249812419586614,1.0467125525533847,1.0467510808093048
thickness_cm,5,0.356,7,0.7235979188670703,2.15959911373089,0.48500410756852186,1.047414440860821,1.0474756376085679
thickness_cm,5,0.356,8,0.7315321657315533,2.1775275443703115,0.4811711910094268,1.0477635219804953,1.0478211527949737
thickness_cm,5,0.356,9,0.739653213657788,2.19614203626293,0.4772794008029757,1.0481733551457981,1.048240408958013
thickness_cm,5,0.356,10,0.7564827368045359,2.2390741069868776,0.46931422909944126,1.0508293384170664,1.0508576380852708
thickness_cm,5,0.4,1,0.6837399983209766,2.018768162067189,0.5047257844264751,1.0189243441745555,1.0189819213950264
thickness_cm,5,0.4,2,0.652626106445986,1.9607805097192355,0.5206766275342232,1.0209325831354465,1.0209692386573372
thickness_cm,5,0.4,3,0.7182947880398483,2.0841951860381425,0.4875829798072908,1.0162180993084884,1.0162856956564053
thickness_cm,5,0.4,4,0.7071432898172325,2.0613474822802753,0.49305069046108,1.0163487994184988,1.0163076861274531
thickness_cm,5,0.4,5,0.6624960629021868,1.975768544307551,0.5155628497881367,1.0186328612249596,1.0186609233354154
thickness_cm,5,0.4,6,0.676501662895136,2.0040262814225183,0.5083924130873441,1.018831757102851,1.0188485659004256
thickness_cm,5,0.4,7,0.6911448305776625,2.0339462208746513,0.5010021780118588,1.0190114866171893,1.0189976873776112
thickness_cm,5,0.4,8,0.6987287980892803,2.0495926585888196,0.49721696537807103,1.0190922419647057,1.0190679083232157
thickness_cm,5,0.4,9,0.706484412522363,2.065733811893397,0.49337565741116085,1.019182777479368,1.0192154026952633
thickness_cm,5,0.4,10,0.7225637092755457,2.102948084008939,0.48550596293558357,1.0209938345303005,1.0210568107719133
thickness_cm,5,0.5,1,0.6240885471189562,1.8337564168769063,0.5357495164909298,0.9824341137039425,0.9826267452566871
thickness_cm,5,0.5,2,0.5956974017281246,1.7880420686554181,0.5511780392815627,0.9855295215544427,0.9855382968562351
thickness_cm,5,0.5,3,0.6556124401352907,1.885210900956443,0.5191240328169999,0.9786582856150785,0.978603070691061
thickness_cm,5,0.5,4,0.6454354569190601,1.8672186568356532,0.5244341239092125,0.9792331804445423,0.9793234285431415
thickness_cm,5,0.5,5,0.6046832217473522,1.7997131278058482,0.5462474385441536,0.9830886861782315,0.9832585755002128
thickness_cm,5,0.5,6,0.6174746631332038,1.822093152645654,0.5393046452836581,0.9826633013613467,0.9826086366091873
thickness_cm,5,0.5,7,0.6308545642483698,1.8457525436962148,0.5321368615099825,0.9821929657265706,0.9822364382748494
thickness_cm,5,0.5,8,0.6377780246636378,1.858095439713897,0.528465357436277,0.9819390706991208,0.9820193065041178
thickness_cm,5,0.5,9,0.6448644885471184,1.8707997775668503,0.5247336447074459,0.9816715858005324,0.9818936996941502
thickness_cm,5,0.5,10,0.6595429342482727,1.899689843042331,0.51708762353113,0.9823061063849844,0.982431477882568
thickness_cm,5,0.511,1,0.618384264513238,1.8171312057791544,0.5388143160699211,0.9790963078512063,0.9793332153021409
thickness_cm,5,0.511,2,0.59025811123281,1.7724061784539802,0.5541842250991077,0.9822395445673898,0.98235065121037
thickness_cm,5,0.511,3,0.649620900422073,1.8674712692095636,0.522243721612679,0.9752751456367555,0.9754101699226903
thickness_cm,5,0.511,4,0.6395320626631853,1.8499201069666393,0.5275392215940689,0.9759054132403975,0.9759704698684698
thickness_cm,5,0.511,5,0.5991606470315237,1.7839553431969963,0.5492724761465937,0.9798775686927605,0.9800958675487548
thickness_cm,5,0.511,6,0.6118279139382758,1.8057587287115509,0.542358577635513,0.9793687356569089,0.9793681612741999
thickness_cm,5,0.511,7,0.6250846764364665,1.8288161631230802,0.5352161064075298,0.9788118661618929,0.9789617718992665
thickness_cm,5,0.511,8,0.6319478319546885,1.840849339902311,0.5315554113622006,0.9785134281276083,0.9785349637556885
thickness_cm,5,0.511,9,0.6389656638553955,1.8532223322865666,0.5278381038155188,0.9782013618227146,0.9782486022419848
thickness_cm,5,0.511,10,0.6535160288354052,1.8816301170725622,0.5202134718626009,0.9788493359635498,0.9789163815542609
thickness_cm,5,0.6,1,0.5770465627295764,1.7021804375102656,0.5615544356130943,0.9558669748977271,0.956089091315933
thickness_cm,5,0.6,2,0.550801066893838,1.6641292875414515,0.5764878200552674,0.9593502652648968,0.9594198654194586
thickness_cm,5,0.6,3,0.6061875179416488,1.7449210120978356,0.5454263383449991,0.9517258783297723,0.9520444925252919
thickness_cm,5,0.6,4,0.5967775979112272,1.730428058855945,0.5505829803153935,0.9527442378662875,0.9528237624869069
thickness_cm,5,0.6,5,0.559109077129815,1.6748541464379532,0.571718193831551,0.9575445875327906,0.9575964739115774
thickness_cm,5,0.6,6,0.5709285622927708,1.6928176320917436,0.5650005568320272,0.956442904746909,0.9566096700713311
thickness_cm,5,0.6,7,0.58329854154605,1.711794267114656,0.5580545611478812,0.9552745985101283,0.9551438045949779
thickness_cm,5,0.6,8,0.5896960021236735,1.7216795752327552,0.5544958246684493,0.9546641358835121,0.9549198577048151
thickness_cm,5,0.6,9,0.5962440822180357,1.7318476290973022,0.550876803348426,0.9540346858036723,0.9543956588991199
thickness_cm,5,0.6,10,0.6098138907594715,1.7568855434751987,0.5434520011025943,0.9547829643098156,0.9549924110686291
thickness_cm,5,0.662,1,0.5524947966605198,1.6446961513708125,0.5755122318988847,0.9465427528709222,0.9467384276779446
thickness_cm,5,0.662,2,0.5273766165672792,1.610580311439433,0.5901511334076395,0.9504857962400104,0.9506886966804925
thickness_cm,5,0.662,3,0.5803978470021459,1.6830134754028838,0.5596756569838649,0.9419416725588068,0.9420200853227358
thickness_cm,5,0.662,4,0.5713860574412533,1.6697748051675636,0.5647421309371906,0.9429921816555622,0.9430587024109008
thickness_cm,5,0.662,5,0.5353349091066517,1.6196248946836895,0.5854731770079089,0.9482469326515596,0.9482241677385057
thickness_cm,5,0.662,6,0.5466462214206571,1.6361155074139861,0.578888020643206,0.947127667630537,0.947413866162202
thickness_cm,5,0.662,7,0.558477901344669,1.653512261419411,0.5720791624167563,0.9459399095586533,0.9458312993873047
thickness_cm,5,0.662,8,0.564600231165714,1.6625733586719176,0.5685874048531897,0.945318271385317,0.9456801576374902
thickness_cm,5,0.662,9,0.5708736102125347,1.6718993073108805,0.5650316056410501,0.9446759500800264,0.9449429390500802
thickness_cm,5,0.662,10,0.5838599987878624,1.6937768257832575,0.55774132531569,0.9446893316013566,0.9448564821605077
thickness_cm,5,0.8,1,0.5067337739790908,1.5447645019460032,0.6024601397006377,0.9306590376469751,0.9305878867740748
thickness_cm,5,0.8,2,0.48368478662123243,,,,
thickness_cm,5,0.8,3,0.5323247175522617,1.5755531502709637,0.5872382186445834,0.9252250253449823,0.9252022826139803
thickness_cm,5,0.8,4,0.5240547258485639,1.5644227508148243,0.5921148107353326,0.926317881008768,0.9263748575848059
thickness_cm,5,0.8,5,0.4909736664126843,,,,
thickness_cm,5,0.8,6,0.5013600844776906,1.537462323034572,0.6057062875121108,0.9312505958750162,0.9314133567732296
thickness_cm,5,0.8,7,0.5122243211542759,1.5522525319798186,0.5991613681998049,0.9300497508526395,0.9301696032029212
thickness_cm,5,0.8,8,0.517842631793825,1.5599423216085042,0.5958045322136978,0.9294207052063046,0.9291711651300302
thickness_cm,5,0.8,9,0.5236001252123582,1.5678507075604173,0.5923840476980102,0.9287697483308294,0.9288453021017462
thickness_cm,5,0.8,10,0.5355245003299707,1.5846673643037745,0.5853621869537621,0.9276043539631115,0.9278045404254764
thickness_cm,5,1,1,0.45557536576780655,,,,
thickness_cm,5,1,2,0.43485796215163686,,,,
thickness_cm,5,1,3,0.47858391540068496,,,,
thickness_cm,5,1,4,0.47114642297650133,,,,
thickness_cm,5,1,5,0.4414059776957338,,,,
thickness_cm,5,1,6,0.45074383848156785,,,,
thickness_cm,5,1,7,0.4605180282714641,,,,
thickness_cm,5,1,8,0.4655757051196851,,,,
thickness_cm,5,1,9,0.4707524580971697,,,,
thickness_cm,5,1,10,0.481480418928201,,,,
thickness_cm,5,1.173,1,0.42090933954638865,,,,
thickness_cm,5,1.173,2,0.4017784542209241,,,,
thickness_cm,5,1.173,3,0.4421629577785041,,,,
thickness_cm,5,1.173,4,0.43529545691906,,,,
thickness_cm,5,1.173,5,0.4078382718003421,,,,
thickness_cm,5,1.173,6,0.41645434979554596,,,,
thickness_cm,5,1.173,7,0.42546680336500053,,,,
thickness_cm,5,1.173,8,0.4301303180648087,,,,
thickness_cm,5,1.173,9,0.4349036288816648,,,,
thickness_cm,5,1.173,10,0.4448025966679686,,,,
thickness_cm,5,1.33,1,0.3946162661555864,,,,
thickness_cm,5,1.33,2,0.37667403655024134,,,,
thickness_cm,5,1.33,3,0.41454273416516263,,,,
thickness_cm,5,1.33,4,0.40810511749347256,,,,
thickness_cm,5,1.33,5,0.3823415249814709,,,,
thickness_cm,5,1.33,6,0.39043708481330847,,,,
thickness_cm,5,1.33,7,0.39889832580305457,,,,
thickness_cm,5,1.33,8,0.40327320083178025,,,,
thickness_cm,5,1.33,9,0.407757983637554,,,,
thickness_cm,5,1.33,10,0.4170448773720858,,,,
thickness_cm,5,1.5,1,0.3707716976961277,,,,
thickness_cm,5,1.5,2,0.3539088941625086,,,,
thickness_cm,5,1.5,3,0.3894993654696094,,,,
thickness_cm,5,1.5,4,0.38344976501305483,,,,
thickness_cm,5,1.5,5,0.35924477558583334,,,,
thickness_cm,5,1.5,6,0.36684079758170013,,,,
thickness_cm,5,1.5,7,0.37479301672221355,,,,
thickness_cm,5,1.5,8,0.3789079106933262,,,,
thickness_cm,5,1.5,9,0.3831196842518688,,,,
thickness_cm,5,1.5,10,0.3918478854934073,,,,
thickness_cm,5,2,1,0.3181722075633989,,,,
thickness_cm,5,2,2,0.30365568232526063,,,,
thickness_cm,5,2,3,0.3342870805917547,,,,
thickness_cm,5,2,4,0.32908297650130547,,,,
thickness_cm,5,2,5,0.3082448303421142,,,,
thickness_cm,5,2,6,0.3147864776083645,,,,
thickness_cm,5,2,7,0.32162906797113144,,,,
thickness_cm,5,2,8,0.3251731954566289,,,,
thickness_cm,5,2,9,0.32879385731931643,,,,
thickness_cm,5,2,10,0.3363041515710649,,,,
thickness_cm,5,2.51,1,0.2811444081929467,,,,
thickness_cm,5,2.51,2,0.26829395460630395,,,,
thickness_cm,5,2.51,3,0.29541599862151297,,,,
thickness_cm,5,2.51,4,0.2908220365535248,,,,
thickness_cm,5,2.51,5,0.2723674495071588,,,,
thickness_cm,5,2.51,6,0.27814857453753616,,,,
thickness_cm,5,2.51,7,0.2842024038719309,,,,
thickness_cm,5,2.51,8,0.2873383851603799,,,,
thickness_cm,5,2.51,9,0.2905412915783788,,,,
thickness_cm,5,2.51,10,0.29718585704857975,,,,
thickness_cm,5,3,1,0.2551582318780078,,,,
thickness_cm,5,3,2,0.243436777412681,,,,
thickness_cm,5,3,3,0.2681830073045604,,,,
thickness_cm,5,3,4,0.2640067362924282,,,,
thickness_cm,5,3,5,0.2471481217452742,,,,
thickness_cm,5,3,6,0.25242815968820964,,,,
thickness_cm,5,3,7,0.2579578498362673,,,,
thickness_cm,5,3,8,0.2608157871811436,,,,
thickness_cm,5,3,9,0.2637410107775774,,,,
thickness_cm,5,3,10,0.2698030508828402,,,,
thickness_cm,5,4,1,0.21833725444998514,,,,
thickness_cm,5,4,2,0.20820817918137194,,,,
thickness_cm,5,4,3,0.22959354882260152,,,,
thickness_cm,5,4,4,0.2259958224543081,,,,
thickness_cm,5,4,5,0.2114255794537533,,,,
thickness_cm,5,4,6,0.21598156003636834,,,,
thickness_cm,5,4,7,0.2207538831613859,,,,
thickness_cm,5,4,8,0.22321991920903184,,,,
thickness_cm,5,4,9,0.22574401472468858,,,,
thickness_cm,5,4,10,0.23098185733141186,,,,
thickness_cm,5,5,1,0.19409905713235406,,,,
thickness_cm,5,5,2,0.1849929323354022,,,,
thickness_cm,5,5,3,0.2042051913539017,,,,
thickness_cm,5,5,4,0.20099321148825067,,,,
thickness_cm,5,5,5,0.1878901208517182,,,,
thickness_cm,5,5,6,0.19198287595792518,,,,
thickness_cm,5,5,7,0.1962639148930847,,,,
thickness_cm,5,5,8,0.1984791482755049,,,,
thickness_cm,5,5,9,0.2007465363179617,,,,
thickness_cm,5,5,10,0.20544532148581124,,,,
thickness_cm,5,6,1,0.17699288099076138,,,,
thickness_cm,5,6,2,0.1686053263559288,,,,
thickness_cm,5,6,3,0.18630801867352595,,,,
thickness_cm,5,6,4,0.18336637075718015,,,,
thickness_cm,5,6,5,0.17127078385642147,,,,
thickness_cm,5,6,6,0.17504262837314177,,,,
thickness_cm,5,6,7,0.1789812450845646,,,,
thickness_cm,5,6,8,0.18102270476639107,,,,
thickness_cm,5,6,9,0.183112227842589,,,,
thickness_cm,5,6,10,0.18743534357365083,,,,
thickness_cm,5,7,1,0.16430335407137397,,,,
thickness_cm,5,7,2,0.1564398269847065,,,,
thickness_cm,5,7,3,0.17304355237540325,,,,
thickness_cm,5,7,4,0.1703025065274152,,,,
thickness_cm,5,7,5,0.15894176483545408,,,,
thickness_cm,5,7,6,0.16247597274657927,,,,
thickness_cm,5,7,7,0.16617276898281874,,,,
thickness_cm,5,7,8,0.16808568464524493,,,,
thickness_cm,5,7,9,0.17004363730776523,,,,
thickness_cm,5,7,10,0.17410116903931364,,,,
thickness_cm,5,8,1,0.1545360210482493,,,,
thickness_cm,5,8,2,0.14706370735467122,,,,
thickness_cm,5,8,3,0.16284174151235664,,,,
thickness_cm,5,8,4,0.16024590078328985,,,,
thickness_cm,5,8,5,0.14945145244411812,,,,
thickness_cm,5,8,6,0.1528052550833034,,,,
thickness_cm,5,8,7,0.1563133466516013,,,,
thickness_cm,5,8,8,0.1581252031904944,,,,
thickness_cm,5,8,9,0.1599866247185985,,,,
thickness_cm,5,8,10,0.16383703787256396,,,,
thickness_cm,5,9,1,0.14685692247610688,,,,
thickness_cm,5,9,2,0.13968453003934933,,,,
thickness_cm,5,9,3,0.15481547209629515,,,,
thickness_cm,5,9,4,0.15234229765013055,,,,
thickness_cm,5,9,5,0.1419740411174299,,,,
thickness_cm,5,9,6,0.14519269834154325,,,,
thickness_cm,5,9,7,0.14855267883442125,,,,
thickness_cm,5,9,8,0.15029472188233892,,,,
thickness_cm,5,9,9,0.15207777896681562,,,,
thickness_cm,5,9,10,0.15577286865816373,,,,
thickness_cm,5,10,1,0.14062557750097132,,,,
thickness_cm,5,10,2,0.13369370309520912,,,,
thickness_cm,5,10,3,0.14832405069137522,,,,
thickness_cm,5,10,4,0.14594579634464752,,,,
thickness_cm,5,10,5,0.13591598310555736,,,,
thickness_cm,5,10,6,0.139018215576996,,,,
thickness_cm,5,10,7,0.14226991210590417,,,,
thickness_cm,5,10,8,0.14395250990738126,,,,
thickness_cm,5,10,9,0.1456747221878613,,,,
thickness_cm,5,10,10,0.14923664729491307,,,,
thickness_cm,5,11,1,0.13552841737141716,,,,
thickness_cm,5,11,2,0.12879327004989655,,,,
thickness_cm,5,11,3,0.14300840735003625,,,,
thickness_cm,5,11,4,0.14070913838120105,,,,
thickness_cm,5,11,5,0.13094824650370235,,,,
thickness_cm,5,11,6,0.13396516664789004,,,,
thickness_cm,5,11,7,0.13712087771937514,,,,
thickness_cm,5,11,8,0.13875722108828248,,,,
thickness_cm,5,11,9,0.14042518264955997,,,,
thickness_cm,5,11,10,0.14388882981588977,,,,
thickness_cm,5,12,1,0.13126521668714353,,,,
thickness_cm,5,12,2,0.12468527443105756,,,,
thickness_cm,5,12,3,0.13856579682237413,,,,
thickness_cm,5,12,4,0.136333681462141,,,,
thickness_cm,5,12,5,0.12679341225487817,,,,
thickness_cm,5,12,6,0.1297432980909347,,,,
thickness_cm,5,12,7,0.13282214258933717,,,,
thickness_cm,5,12,8,0.13441529771253108,,,,
thickness_cm,5,12,9,0.1360459615083981,,,,
thickness_cm,5,12,10,0.1394252414173928,,,,
thickness_cm,5,13,1,0.1276558402079697,,,,
thickness_cm,5,13,2,0.12121122875339743,,,,
thickness_cm,5,13,3,0.134813163841005,,,,
thickness_cm,5,13,4,0.13263190600522193,,,,
thickness_cm,5,13,5,0.12328373860369751,,,,
thickness_cm,5,13,6,0.1261679031567631,,,,
thickness_cm,5,13,7,0.12918475132545887,,,,
thickness_cm,5,13,8,0.130742412844364,,,,
thickness_cm,5,13,9,0.1323436546761224,,,,
thickness_cm,5,13,10,0.1356478147853843,,,,
thickness_cm,5,14,1,0.1246135561515866,,,,
thickness_cm,5,14,2,0.11827604052573931,,,,
thickness_cm,5,14,3,0.13165194018502993,,,,
thickness_cm,5,14,4,0.12952046997389033,,,,
thickness_cm,5,14,5,0.12031599985453738,,,,
thickness_cm,5,14,6,0.12315322514031218,,,,
thickness_cm,5,14,7,0.12611422623257457,,,,
thickness_cm,5,14,8,0.1276498164776731,,,,
thickness_cm,5,14,9,0.1292215601086064,,,,
thickness_cm,5,14,10,0.1324716639281337,,,,
thickness_cm,5,15,1,0.12200493100674935,,,,
thickness_cm,5,15,2,0.11575925925925926,,,,
thickness_cm,5,15,3,0.1289413141103074,,,,
thickness_cm,5,15,4,0.12684657963446475,,,,
thickness_cm,5,15,5,0.11776761549384554,,,,
thickness_cm,5,15,6,0.12056073397955676,,,,
thickness_cm,5,15,7,0.1234823475815309,,,,
thickness_cm,5,15,8,0.12499414321797608,,,,
thickness_cm,5,15,9,0.12654153202852622,,,,
thickness_cm,5,15,10,0.1297482383601126,,,,
thickness_cm,10,0.015,1,17.05717935626356,2.0601455941170723,3.909859296065607e-08,8.054879402407238e-08,8.23970033283918e-08
thickness_cm,10,0.015,2,15.640166319824754,2.0931866926719547,1.6127315094488305e-07,3.3757481344310465e-07,3.380385756350664e-07
thickness_cm,10,0.015,3,18.630914516747907,2.0269718796092357,8.103947755723597e-09,1.6426474214674108e-08,1.7514990459798493e-08
thickness_cm,10,0.015,4,18.403394046997388,2.0143805379591466,1.0174369765981194e-08,2.0495052442592475e-08,2.1385112112122507e-08
thickness_cm,10,0.015,5,16.723220754729265,2.029902630237289,5.460061149428344e-08,1.1083392488481031e-07,1.1327911557250206e-07
thickness_cm,10,0.015,6,16.943361212844174,2.049881534321198,4.381186294053837e-08,8.980912882602082e-08,9.209883427115616e-08
thickness_cm,10,0.015,7,17.173629051485314,2.0706000323570106,3.480067508063509e-08,7.205827894800883e-08,7.276089488411012e-08
thickness_cm,10,0.015,8,17.292774844003336,2.0812494018367715,3.0891806685761144e-08,6.429355418639756e-08,6.64357206556961e-08
thickness_cm,10,0.015,9,17.41473957689436,2.092099978582924,2.734479664291809e-08,5.720804847100335e-08,5.889899376903636e-08
thickness_cm,10,0.015,10,17.667477083193038,2.114426123154056,2.1237930419577753e-08,4.4906034880883384e-08,4.565348157919686e-08
thickness_cm,10,0.02,1,8.614213962297615,3.3114936058992823,0.00018150743111817948,0.0006010606975710558,0.0005786766358256914
thickness_cm,10,0.02,2,7.958265228591133,3.3925292229304653,0.00034975934398550154,0.001186568795463803,0.0011242498861888306
thickness_cm,10,0.02,3,9.342718412039735,3.2305018110820862,8.760097656868349e-05,0.0002829951134576914,0.0002697849255805332
thickness_cm,10,0.02,4,9.230213890339428,3.200837512988579,9.803226582800459e-05,0.00031378535394554547,0.0002984201831358429
thickness_cm,10,0.02,5,8.442700612882444,3.2165808300985113,0.0002154674696139729,0.0006930685322701387,0.0006483907424188767
thickness_cm,10,0.02,6,8.555761757401703,3.2791189330639887,0.00019243314612731033,0.0006310111728151324,0.000606944351796612
thickness_cm,10,0.02,7,8.674024186787367,3.344643348264403,0.00017096970399337942,0.0005718326832161904,0.0005359033077064364
thickness_cm,10,0.02,8,8.73521252426881,3.3785919274730274,0.0001608219791556439,0.0005433518405354939,0.000515124774244866
thickness_cm,10,0.02,9,8.797855272594216,3.4133730155297997,0.00015105670337575938,0.0005156128751177063,0.000491255791387484
thickness_cm,10,0.02,10,8.927643669948415,3.485546329013928,0.0001326702714546445,0.00046242837763801745,0.00043636965971073746
thickness_cm,10,0.03,1,4.3261279281767635,7.284897564784351,0.013218632017350955,0.09629638019298042,0.09550026579985979
thickness_cm,10,0.03,2,4.053158948927021,7.447225768207167,0.017367425084933066,0.12933913561992108,0.1273777948397299
thickness_cm,10,0.03,3,4.629270575695994,7.2467958277799704,0.009761877056400619,0.07074232992362503,0.07015123666473824
thickness_cm,10,0.03,4,4.568727101827676,7.125210987210042,0.010371152740513269,0.07389665145673868,0.07282252471090468
thickness_cm,10,0.03,5,4.223169659326577,6.893234264288156,0.01465212856803979,0.10100055468996723,0.09948056431719521
thickness_cm,10,0.03,6,4.291028041253994,7.14776450080247,0.013690843308449357,0.09785892378618335,0.09735421160302309
thickness_cm,10,0.03,7,4.362021688985396,7.426465408460991,0.012752579820465662,0.09470659290532592,0.09332141745188552
thickness_cm,10,0.03,8,4.39875068735481,7.572687810066301,0.012292687724175915,0.09308868648181862,0.09256854782833303
thickness_cm,10,0.03,9,4.436344420085238,7.72377932165739,0.01183913842793083,0.09144289257589153,0.09018723412864313
thickness_cm,10,0.03,10,4.514265335560074,8.041512369998106,0.010951647958392288,0.08806781252927608,0.08702653030397453
thickness_cm,10,0.04,1,3.245289800391047,13.062948118826137,0.03895727288831108,0.5088968345909597,0.5102742374014534
thickness_cm,10,0.04,2,3.065756557543305,13.102528352008667,0.04661855889696546,0.6108209896772758,0.6113113168477649
thickness_cm,10,0.04,3,3.4446917781062147,13.404353198842589,0.03191459730442916,0.42779453446739807,0.42777856473540105
thickness_cm,10,0.04,4,3.3962018798955613,13.082095782562726,0.03350026666962247,0.43825369731339475,0.4393601495326201
thickness_cm,10,0.04,5,3.1578933837095735,12.310854237240882,0.042515210043104705,0.5233985537063417,0.5269889945462738
thickness_cm,10,0.04,6,3.2155070263696137,12.753832271646662,0.040134979171103646,0.5118747925742883,0.514205591522203
thickness_cm,10,0.04,7,3.2757711372249014,13.399759649515204,0.03778771847479365,0.5063463452657802,0.5077847333974318
thickness_cm,10,0.04,8,3.3069481122126376,13.750032763508374,0.03662778724775946,0.5036332747115068,0.5048469572795351
thickness_cm,10,0.04,9,3.3388729212924195,14.11463874971018,0.03547692047846385,0.5007439165057124,0.5025847760941763
thickness_cm,10,0.04,10,3.4050176386213953,14.889786816293173,0.033206234364629196,0.4944337506611971,0.49564567090266526
thickness_cm,10,0.05,1,2.816394465196652,17.686191658141734,0.05982124191100727,1.0580099496661355,1.065335864911796
thickness_cm,10,0.05,2,2.671832743093586,17.442348103746028,0.06912542000795935,1.2057096385964774,1.209871897425328
thickness_cm,10,0.05,3,2.9769292452427987,18.512577797182974,0.050949045922830324,0.9431981763386444,0.9498120255355463
thickness_cm,10,0.05,4,2.933250757180157,17.990599576952008,0.05322373916910316,0.9575269793794713,0.9673263790862041
thickness_cm,10,0.05,5,2.735571256492135,16.62590839160209,0.06485694656755436,1.0783056521911905,1.0870088815897345
thickness_cm,10,0.05,6,2.7888476286715527,17.32025247998161,0.061492034758991974,1.0650575675335463,1.0702006983519299
thickness_cm,10,0.05,7,2.844561439675188,18.17537663980027,0.05815976771417468,1.0570756834884203,1.0596324780174757
thickness_cm,10,0.05,8,2.8733975054508925,18.702814406853207,0.056506618536529815,1.0568327992475683,1.0641392952606812
thickness_cm,10,0.05,9,2.9029124772142283,19.253251515763523,0.054863199323224025,1.0562949755294992,1.0616585576495636
thickness_cm,10,0.05,10,2.964077354577166,20.42864463388357,0.05160806322887171,1.0542827839456141,1.0634377985853423
thickness_cm,10,0.06,1,2.5897709896983607,19.618544899623135,0.07503722241472602,1.47212111708631,1.4803484854150613
thickness_cm,10,0.06,2,2.4622996085351505,19.041077365290743,0.08523870975034557,1.6230368668738924,1.628811972403919
thickness_cm,10,0.06,3,2.7313254011113166,20.74218897807177,0.06513290520879719,1.3509990285317064,1.3625674707151254
thickness_cm,10,0.06,4,2.690336501305483,20.112112854870897,0.06785810118979994,1.3647697892465056,1.368579608940096
thickness_cm,10,0.06,5,2.5129521406692668,18.367600034017784,0.08102867775030273,1.4883023442028764,1.4977630654569776
thickness_cm,10,0.06,6,2.563584554479503,19.18587218066076,0.0770281334422668,1.4778519225382114,1.4863713452415521
thickness_cm,10,0.06,7,2.61654627079964,20.102981001990788,0.07305473890616658,1.468618028336064,1.476739002904239
thickness_cm,10,0.06,8,2.6439446050436515,20.710645045048025,0.07108033199072196,1.4721195255440145,1.483277097327691
thickness_cm,10,0.06,9,2.672001810417633,21.345854423682685,0.06911373414605153,1.475291707758723,1.4858760718155581
thickness_cm,10,0.06,10,2.7301315613678296,22.7050022401431,0.06521070989356573,1.4806093142147316,1.4865723505048136
thickness_cm,10,0.08,1,2.3390627654203695,18.33113565721536,0.0964179621447529,1.7674507438677205,1.7728635083944064
thickness_cm,10,0.08,2,2.2284101172366233,17.472639559383687,0.10769952370676068,1.881794958445528,1.8883715821409028
thickness_cm,10,0.08,3,2.461952534568761,19.575494933257556,0.08526829902196446,1.6691691554719557,1.673521594737421
thickness_cm,10,0.08,4,2.424267049608355,18.95541967584989,0.08854299288584151,1.6783695895069168,1.6862909880008077
thickness_cm,10,0.08,5,2.2677395007169228,17.1310390837817,0.1035459813463476,1.7738502534128118,1.778080608831295
thickness_cm,10,0.08,6,2.314744983064705,17.915339102987826,0.09879137426352166,1.7698809703811749,1.774175298812232
thickness_cm,10,0.08,7,2.363926410740233,18.763540741562878,0.09405021749039348,1.7647150876338475,1.7689511822099648
