kind,mix,E_MeV,Zeq_EpiXS,Zeq_epixs_cli,max_abs_rel_diff_%_1to40mfp,rel_diff_%_at_40mfp,error
exposure,5,0.8,6.53279,6.532988364061761,0.003641482610738933,-0.0034150548885447662,
exposure,5,1.0,6.53441,6.5334324308875384,0.0167202167891789,0.016500615164494192,
exposure,5,1.5,5.90972,5.910771303640777,0.020716644313401034,-0.020716644313401034,
exposure,5,2.0,5.88559,5.885212808356027,0.0030828310746855436,0.0029068469913351436,
exposure,5,3.0,5.8783,5.878780797681951,0.0021564586180189416,-0.0017470521322948684,
exposure,5,4.0,5.87521,5.87526564509269,0.000524145386504582,3.189835997563506e-05,
exposure,5,5.0,5.87439,5.874714107475463,0.0007238224369876534,-0.000495748229289994,
exposure,5,6.0,5.87328,5.87365373842179,0.0011346660828914779,0.0011346660828914779,
exposure,5,8.0,5.871,5.870992648743065,0.0003240244607960463,0.0003240244607960463,
exposure,5,10.0,5.86955,5.8691353346549056,0.0009161924287570677,-0.0009161924287570677,
exposure,5,15.0,5.8691,5.869564172625776,0.0015460777439191276,0.0010389959288259476,
exposure,6,0.015,6.57873,6.577164235418994,0.07881583842603845,0.07881583842603845,
exposure,6,0.02,6.5912,6.590377537241939,0.08609497023270851,0.08609497023270851,
exposure,6,0.03,6.59733,6.5954395272725925,0.3542888196333527,0.3542888196333527,
exposure,6,0.04,6.59943,6.598283921796716,0.27383510666767474,0.27383510666767474,
exposure,6,0.05,6.60197,6.601300447094181,0.15575935321940904,0.15575935321940904,
exposure,6,0.06,6.60549,6.6046303992283075,0.1858685474944055,0.1858685474944055,
exposure,6,0.08,6.61229,6.609917882847396,0.43076896336839976,0.43076896336839976,
exposure,6,0.1,6.61578,6.614071264385714,0.2648381226766139,0.2648381226766139,
exposure,6,0.15,6.61738,6.620248080709865,0.3189283618414307,-0.3189283618414307,
exposure,6,0.2,6.62112,6.6209708495612,0.015218279174966653,0.015218279174966653,
exposure,6,0.3,6.62635,6.6261447813032985,0.014550673911450929,0.014550673911450929,
exposure,6,0.4,6.62817,6.627924736321138,0.011519232399992418,0.010462165924574052,
exposure,6,0.5,6.6287,6.628822866879119,0.006185650069168158,-0.006185650069168158,
exposure,6,0.6,6.62938,6.629328334618862,0.0016845884601712768,0.0014537046194362802,
exposure,6,0.8,6.62899,6.629357205448933,0.006818505543526587,-0.006517306347897378,
exposure,6,1.0,6.63114,6.629980538953409,0.019896758659743163,0.019692791339176452,
exposure,6,1.5,5.99466,5.995740101627753,0.021305841370022893,-0.021305841370022893,
exposure,6,2.0,5.96907,5.968451256294211,0.00486837926061412,0.00486837926061412,
exposure,6,3.0,5.96121,5.961574205312096,0.0017466185643688625,-0.0012655065259714604,
