material_id,density_g_cm3,Energy(MeV),n_incident,n_transmitted_strict,n_transmitted_forward,T_strict,T_strict_uncertainty,MAC_strict(cm2/g),T_forward,MAC_forward(cm2/g),IdealMAC(cm2/g),LAC(1/cm),HVL(cm),TVL(cm),MFP(cm),Zeff,RPE(%),OpticalDensity,CrossSection(barn),Thikness(cm),geant4_version,physics_list,seed,run_id,timestamp
Mix_2,1.267900e+00,2.000000e+00,999175,940812,984888,9.415888e-01,2.346161e-04,4.746952e-02,9.857012e-01,1.135895e-02,4.779159e-02,6.018661e-02,1.151664e+01,3.825743e+01,1.661499e+01,0.000000e+00,5.841119e+00,2.613871e-02,5.335057e-01,1.000000e+00,$Name: geant4-11-04-patch-02 $,G4EmStandardPhysics_option4+G4DecayPhysics+G4RadioactiveDecayPhysics,2022307,Mix_2_2026-09-19T15:23:56Z,2026-09-19T15:23:56Z
