set,material,E_MeV,F_photoelectric,F_incoherent,F_coherent,F_pair,mac_total_cm2_g
old,Mix1,0.1,0.010432,0.963298,0.026270,0.000000,0.163384
old,Mix1,0.15,0.003102,0.983428,0.013470,0.000000,0.144904
old,Mix1,0.2,0.001342,0.990279,0.008379,0.000000,0.132149
old,Mix1,0.3,0.000436,0.995240,0.004324,0.000000,0.114559
old,Mix1,0.356,0.000279,0.996438,0.003282,0.000000,0.107339
old,Mix1,0.4,0.000208,0.997068,0.002724,0.000000,0.102528
old,Mix1,0.5,0.000123,0.997965,0.001912,0.000000,0.093587
old,Mix1,0.511,0.000117,0.998035,0.001848,0.000000,0.092732
old,Mix1,0.6,0.000083,0.998480,0.001437,0.000000,0.086534
old,Mix1,0.662,0.000067,0.998700,0.001233,0.000000,0.082853
old,Mix1,0.8,0.000048,0.999032,0.000921,0.000000,0.075991
old,Mix1,1,0.000033,0.999311,0.000656,0.000000,0.068321
old,Mix1,1.173,0.000025,0.999374,0.000516,0.000086,0.063122
old,Mix1,1.33,0.000022,0.999008,0.000428,0.000542,0.059179
old,Mix1,1.5,0.000018,0.998077,0.000358,0.001547,0.055603
old,Mix1,2,0.000014,0.992571,0.000235,0.007181,0.047711
old,Mix1,2.51,0.000011,0.983991,0.000169,0.015830,0.042153
old,Mix1,3,0.000009,0.973894,0.000130,0.025966,0.038253
old,Mix1,4,0.000008,0.949668,0.000086,0.050239,0.032723
old,Mix1,5,0.000006,0.922881,0.000062,0.077051,0.029080
old,Mix1,6,0.000006,0.894825,0.000047,0.105122,0.026509
old,Mix1,7,0.000005,0.866666,0.000037,0.133292,0.024600
old,Mix1,8,0.000005,0.838864,0.000030,0.161101,0.023131
old,Mix1,9,0.000004,0.811722,0.000025,0.188249,0.021974
old,Mix1,10,0.000004,0.785573,0.000021,0.214402,0.021036
old,Mix1,11,0.000004,0.760536,0.000018,0.239442,0.020267
old,Mix1,12,0.000004,0.736618,0.000016,0.263363,0.019624
old,Mix1,13,0.000003,0.713645,0.000014,0.286338,0.019080
old,Mix1,14,0.000003,0.691829,0.000012,0.308156,0.018621
old,Mix1,15,0.000003,0.671059,0.000011,0.328927,0.018227
old,Mix2,0.01,0.901097,0.044931,0.053972,0.000000,3.362931
old,Mix2,0.015,0.751922,0.150679,0.097399,0.000000,1.102611
old,Mix2,0.02,0.571395,0.304083,0.124522,0.000000,0.571777
old,Mix2,0.03,0.286194,0.590740,0.123066,0.000000,0.303158
old,Mix2,0.04,0.143114,0.760042,0.096844,0.000000,0.234913
old,Mix2,0.05,0.077527,0.848739,0.073734,0.000000,0.207262
old,Mix2,0.06,0.045659,0.897342,0.056999,0.000000,0.192237
old,Mix2,0.08,0.019312,0.944100,0.036588,0.000000,0.174971
old,Mix2,0.1,0.009840,0.964658,0.025502,0.000000,0.163941
old,Mix2,0.15,0.002923,0.984015,0.013062,0.000000,0.145496
old,Mix2,0.2,0.001264,0.990614,0.008123,0.000000,0.132718
old,Mix2,0.3,0.000410,0.995398,0.004191,0.000000,0.115067
old,Mix2,0.356,0.000263,0.996556,0.003181,0.000000,0.107819
old,Mix2,0.4,0.000196,0.997164,0.002640,0.000000,0.102989
old,Mix2,0.5,0.000116,0.998031,0.001853,0.000000,0.094009
old,Mix2,0.511,0.000110,0.998099,0.001791,0.000000,0.093150
old,Mix2,0.6,0.000078,0.998530,0.001393,0.000000,0.086925
old,Mix2,0.662,0.000063,0.998742,0.001195,0.000000,0.083229
old,Mix2,0.8,0.000045,0.999063,0.000892,0.000000,0.076335
old,Mix2,1,0.000031,0.999334,0.000635,0.000000,0.068630
old,Mix2,1.173,0.000023,0.999393,0.000500,0.000084,0.063409
old,Mix2,1.33,0.000020,0.999034,0.000415,0.000531,0.059447
old,Mix2,1.5,0.000017,0.998121,0.000347,0.001515,0.055854
old,Mix2,2,0.000013,0.992726,0.000228,0.007034,0.047920
old,Mix2,2.51,0.000010,0.984316,0.000164,0.015510,0.042333
old,Mix2,3,0.000009,0.974412,0.000126,0.025453,0.038406
old,Mix2,4,0.000007,0.950618,0.000083,0.049291,0.032839
old,Mix2,5,0.000006,0.924273,0.000060,0.075661,0.029169
old,Mix2,6,0.000005,0.896642,0.000046,0.103307,0.026575
old,Mix2,7,0.000005,0.868875,0.000036,0.131084,0.024649
old,Mix2,8,0.000004,0.841427,0.000029,0.158539,0.023165
old,Mix2,9,0.000004,0.814605,0.000024,0.185367,0.021996
old,Mix2,10,0.000004,0.788728,0.000021,0.211247,0.021047
old,Mix2,11,0.000004,0.763934,0.000018,0.236045,0.020269
old,Mix2,12,0.000003,0.740223,0.000015,0.259758,0.019618
old,Mix2,13,0.000003,0.717430,0.000014,0.282553,0.019066
old,Mix2,14,0.000003,0.695768,0.000012,0.304217,0.018600
old,Mix2,15,0.000003,0.675128,0.000011,0.324859,0.018200
old,Mix3,0.01,0.907842,0.040329,0.051829,0.000000,3.679544
old,Mix3,0.015,0.768481,0.137186,0.094333,0.000000,1.192161
old,Mix3,0.02,0.595145,0.282065,0.122790,0.000000,0.607592
old,Mix3,0.03,0.308113,0.566423,0.125464,0.000000,0.312240
old,Mix3,0.04,0.156979,0.742466,0.100555,0.000000,0.237749
old,Mix3,0.05,0.085847,0.836885,0.077268,0.000000,0.207947
old,Mix3,0.06,0.050816,0.889156,0.060028,0.000000,0.192007
old,Mix3,0.08,0.021598,0.939686,0.038716,0.000000,0.174058
old,Mix3,0.1,0.011029,0.961927,0.027043,0.000000,0.162825
old,Mix3,0.15,0.003283,0.982836,0.013881,0.000000,0.144309
old,Mix3,0.2,0.001420,0.989941,0.008638,0.000000,0.131579
old,Mix3,0.3,0.000462,0.995079,0.004459,0.000000,0.114048
old,Mix3,0.356,0.000296,0.996319,0.003385,0.000000,0.106857
old,Mix3,0.4,0.000221,0.996970,0.002809,0.000000,0.102067
old,Mix3,0.5,0.000130,0.997898,0.001972,0.000000,0.093164
old,Mix3,0.511,0.000124,0.997970,0.001906,0.000000,0.092313
old,Mix3,0.6,0.000088,0.998430,0.001482,0.000000,0.086142
old,Mix3,0.662,0.000071,0.998657,0.001272,0.000000,0.082477
old,Mix3,0.8,0.000050,0.999000,0.000950,0.000000,0.075647
old,Mix3,1,0.000035,0.999289,0.000676,0.000000,0.068011
old,Mix3,1.173,0.000026,0.999354,0.000532,0.000088,0.062835
old,Mix3,1.33,0.000023,0.998982,0.000442,0.000554,0.058910
old,Mix3,1.5,0.000020,0.998032,0.000369,0.001579,0.055350
old,Mix3,2,0.000014,0.992414,0.000242,0.007330,0.047501
old,Mix3,2.51,0.000012,0.983662,0.000174,0.016153,0.041972
old,Mix3,3,0.000010,0.973371,0.000134,0.026484,0.038099
old,Mix3,4,0.000008,0.948709,0.000088,0.051195,0.032607
old,Mix3,5,0.000007,0.921479,0.000063,0.078451,0.028992
old,Mix3,6,0.000006,0.892996,0.000048,0.106950,0.026442
old,Mix3,7,0.000005,0.864444,0.000038,0.135512,0.024551
old,Mix3,8,0.000005,0.836289,0.000031,0.163675,0.023096
old,Mix3,9,0.000005,0.808829,0.000026,0.191141,0.021952
old,Mix3,10,0.000004,0.782410,0.000022,0.217564,0.021025
old,Mix3,11,0.000004,0.757132,0.000019,0.242845,0.020265
old,Mix3,12,0.000004,0.733009,0.000016,0.266971,0.019631
old,Mix3,13,0.000004,0.709859,0.000014,0.290123,0.019095
old,Mix3,14,0.000003,0.687893,0.000013,0.312091,0.018642
old,Mix3,15,0.000003,0.666997,0.000011,0.332989,0.018254
old,Mix4,0.01,0.905900,0.041458,0.052642,0.000000,3.573029
old,Mix4,0.015,0.763710,0.140618,0.095672,0.000000,1.161208
old,Mix4,0.02,0.588261,0.287803,0.123935,0.000000,0.594628
old,Mix4,0.03,0.301661,0.572896,0.125443,0.000000,0.308267
old,Mix4,0.04,0.152853,0.747135,0.100012,0.000000,0.235898
old,Mix4,0.05,0.083356,0.839996,0.076648,0.000000,0.206841
old,Mix4,0.06,0.049266,0.891273,0.059461,0.000000,0.191230
old,Mix4,0.08,0.020908,0.940795,0.038297,0.000000,0.173551
old,Mix4,0.1,0.010669,0.962597,0.026733,0.000000,0.162423
old,Mix4,0.15,0.003174,0.983113,0.013713,0.000000,0.144006
old,Mix4,0.2,0.001373,0.990096,0.008532,0.000000,0.131318
old,Mix4,0.3,0.000446,0.995150,0.004403,0.000000,0.113830
old,Mix4,0.356,0.000286,0.996372,0.003343,0.000000,0.106655
old,Mix4,0.4,0.000213,0.997013,0.002774,0.000000,0.101874
old,Mix4,0.5,0.000126,0.997927,0.001947,0.000000,0.092988
old,Mix4,0.511,0.000120,0.997998,0.001882,0.000000,0.092139
old,Mix4,0.6,0.000085,0.998452,0.001463,0.000000,0.085980
old,Mix4,0.662,0.000069,0.998676,0.001256,0.000000,0.082323
old,Mix4,0.8,0.000049,0.999014,0.000938,0.000000,0.075505
old,Mix4,1,0.000034,0.999299,0.000668,0.000000,0.067883
old,Mix4,1.173,0.000025,0.999362,0.000526,0.000087,0.062718
old,Mix4,1.33,0.000022,0.998992,0.000436,0.000550,0.058800
old,Mix4,1.5,0.000019,0.998047,0.000365,0.001569,0.055247
old,Mix4,2,0.000014,0.992461,0.000239,0.007286,0.047410
old,Mix4,2.51,0.000011,0.983759,0.000172,0.016058,0.041891
old,Mix4,3,0.000010,0.973525,0.000133,0.026333,0.038022
old,Mix4,4,0.000008,0.948989,0.000087,0.050916,0.032536
old,Mix4,5,0.000007,0.921887,0.000063,0.078044,0.028925
old,Mix4,6,0.000006,0.893526,0.000048,0.106420,0.026377
old,Mix4,7,0.000005,0.865087,0.000038,0.134870,0.024487
old,Mix4,8,0.000005,0.837032,0.000031,0.162933,0.023033
old,Mix4,9,0.000004,0.809664,0.000026,0.190306,0.021888
old,Mix4,10,0.000004,0.783319,0.000022,0.216656,0.020961
old,Mix4,11,0.000004,0.758109,0.000019,0.241869,0.020201
old,Mix4,12,0.000004,0.734044,0.000016,0.265937,0.019567
old,Mix4,13,0.000003,0.710943,0.000014,0.289039,0.019030
old,Mix4,14,0.000003,0.689021,0.000012,0.310963,0.018577
old,Mix4,15,0.000003,0.668157,0.000011,0.331829,0.018189
old,Mix5,0.01,0.899958,0.045538,0.054504,0.000000,3.308661
old,Mix5,0.015,0.749164,0.152511,0.098325,0.000000,1.086500
old,Mix5,0.02,0.567532,0.307061,0.125407,0.000000,0.564862
old,Mix5,0.03,0.282770,0.593897,0.123333,0.000000,0.300871
old,Mix5,0.04,0.140988,0.762215,0.096798,0.000000,0.233729
old,Mix5,0.05,0.076261,0.850134,0.073605,0.000000,0.206467
old,Mix5,0.06,0.044876,0.898264,0.056860,0.000000,0.191618
old,Mix5,0.08,0.018964,0.944561,0.036475,0.000000,0.174503
old,Mix5,0.1,0.009659,0.964927,0.025415,0.000000,0.163536
old,Mix5,0.15,0.002868,0.984119,0.013014,0.000000,0.145161
old,Mix5,0.2,0.001240,0.990669,0.008092,0.000000,0.132418
old,Mix5,0.3,0.000403,0.995423,0.004175,0.000000,0.114812
old,Mix5,0.356,0.000258,0.996574,0.003168,0.000000,0.107581
old,Mix5,0.4,0.000192,0.997178,0.002629,0.000000,0.102761
old,Mix5,0.5,0.000113,0.998041,0.001846,0.000000,0.093800
old,Mix5,0.511,0.000108,0.998108,0.001783,0.000000,0.092943
old,Mix5,0.6,0.000076,0.998537,0.001387,0.000000,0.086733
old,Mix5,0.662,0.000062,0.998748,0.001190,0.000000,0.083046
old,Mix5,0.8,0.000044,0.999067,0.000889,0.000000,0.076166
old,Mix5,1,0.000030,0.999337,0.000633,0.000000,0.068477
old,Mix5,1.173,0.000023,0.999396,0.000498,0.000084,0.063270
old,Mix5,1.33,0.000020,0.999036,0.000413,0.000531,0.059315
old,Mix5,1.5,0.000017,0.998123,0.000346,0.001514,0.055730
old,Mix5,2,0.000013,0.992729,0.000227,0.007032,0.047813
old,Mix5,2.51,0.000010,0.984322,0.000163,0.015505,0.042239
old,Mix5,3,0.000009,0.974421,0.000126,0.025445,0.038321
old,Mix5,4,0.000007,0.950632,0.000083,0.049278,0.032766
old,Mix5,5,0.000006,0.924292,0.000060,0.075642,0.029104
old,Mix5,6,0.000005,0.896666,0.000045,0.103283,0.026516
old,Mix5,7,0.000005,0.868903,0.000036,0.131056,0.024594
old,Mix5,8,0.000004,0.841457,0.000029,0.158509,0.023113
old,Mix5,9,0.000004,0.814640,0.000024,0.185332,0.021946
old,Mix5,10,0.000004,0.788763,0.000021,0.211212,0.020999
old,Mix5,11,0.000003,0.763968,0.000018,0.236011,0.020223
old,Mix5,12,0.000003,0.740260,0.000015,0.259721,0.019573
old,Mix5,13,0.000003,0.717470,0.000013,0.282514,0.019023
old,Mix5,14,0.000003,0.695811,0.000012,0.304174,0.018558
old,Mix5,15,0.000003,0.675162,0.000011,0.324825,0.018158
old,Mix6,0.01,0.903127,0.043493,0.053380,0.000000,3.450243
old,Mix6,0.015,0.756864,0.146521,0.096615,0.000000,1.127057
old,Mix6,0.02,0.578402,0.297395,0.124203,0.000000,0.581399
old,Mix6,0.03,0.292525,0.583509,0.123966,0.000000,0.305424
old,Mix6,0.04,0.147068,0.754859,0.098073,0.000000,0.235467
old,Mix6,0.05,0.079884,0.845247,0.074869,0.000000,0.207230
old,Mix6,0.06,0.047114,0.894926,0.057959,0.000000,0.191959
old,Mix6,0.08,0.019955,0.942790,0.037256,0.000000,0.174515
old,Mix6,0.1,0.010174,0.963843,0.025983,0.000000,0.163439
old,Mix6,0.15,0.003024,0.983659,0.013317,0.000000,0.144993
old,Mix6,0.2,0.001308,0.990410,0.008283,0.000000,0.132242
old,Mix6,0.3,0.000425,0.995301,0.004274,0.000000,0.114646
old,Mix6,0.356,0.000272,0.996484,0.003244,0.000000,0.107422
old,Mix6,0.4,0.000203,0.997105,0.002692,0.000000,0.102609
old,Mix6,0.5,0.000120,0.997990,0.001890,0.000000,0.093660
old,Mix6,0.511,0.000114,0.998060,0.001826,0.000000,0.092805
old,Mix6,0.6,0.000081,0.998499,0.001420,0.000000,0.086602
old,Mix6,0.662,0.000065,0.998716,0.001219,0.000000,0.082920
old,Mix6,0.8,0.000046,0.999044,0.000910,0.000000,0.076052
old,Mix6,1,0.000032,0.999320,0.000648,0.000000,0.068375
old,Mix6,1.173,0.000024,0.999381,0.000510,0.000085,0.063173
old,Mix6,1.33,0.000021,0.999017,0.000423,0.000539,0.059226
old,Mix6,1.5,0.000018,0.998092,0.000354,0.001536,0.055646
old,Mix6,2,0.000013,0.992624,0.000232,0.007131,0.047746
old,Mix6,2.51,0.000011,0.984102,0.000167,0.015721,0.042183
old,Mix6,3,0.000009,0.974071,0.000129,0.025791,0.038277
old,Mix6,4,0.000007,0.949992,0.000085,0.049916,0.032738
old,Mix6,5,0.000006,0.923355,0.000061,0.076578,0.029089
old,Mix6,6,0.000006,0.895443,0.000046,0.104505,0.026512
old,Mix6,7,0.000005,0.867416,0.000037,0.132542,0.024599
old,Mix6,8,0.000005,0.839733,0.000030,0.160232,0.023125
old,Mix6,9,0.000004,0.812700,0.000025,0.187271,0.021965
old,Mix6,10,0.000004,0.786642,0.000021,0.213333,0.021024
old,Mix6,11,0.000004,0.761686,0.000018,0.238292,0.020253
old,Mix6,12,0.000003,0.737838,0.000016,0.262143,0.019608
old,Mix6,13,0.000003,0.714926,0.000014,0.285057,0.019061
old,Mix6,14,0.000003,0.693162,0.000012,0.306823,0.018601
old,Mix6,15,0.000003,0.672432,0.000011,0.327554,0.018204
old,Mix7,0.01,0.906045,0.041610,0.052345,0.000000,3.591797
old,Mix7,0.015,0.764026,0.140950,0.095024,0.000000,1.167606
old,Mix7,0.02,0.588668,0.288267,0.123065,0.000000,0.597935
old,Mix7,0.03,0.301991,0.573430,0.124579,0.000000,0.309977
old,Mix7,0.04,0.153058,0.747614,0.099328,0.000000,0.237207
old,Mix7,0.05,0.083480,0.840398,0.076123,0.000000,0.207993
old,Mix7,0.06,0.049345,0.891602,0.059053,0.000000,0.192301
old,Mix7,0.08,0.020944,0.941020,0.038036,0.000000,0.174529
old,Mix7,0.1,0.010689,0.962759,0.026552,0.000000,0.163343
old,Mix7,0.15,0.003180,0.983199,0.013620,0.000000,0.144826
old,Mix7,0.2,0.001376,0.990150,0.008474,0.000000,0.132067
old,Mix7,0.3,0.000447,0.995179,0.004374,0.000000,0.114481
old,Mix7,0.356,0.000286,0.996394,0.003320,0.000000,0.107264
old,Mix7,0.4,0.000214,0.997031,0.002755,0.000000,0.102457
old,Mix7,0.5,0.000126,0.997940,0.001934,0.000000,0.093522
old,Mix7,0.511,0.000120,0.998011,0.001869,0.000000,0.092667
old,Mix7,0.6,0.000085,0.998462,0.001454,0.000000,0.086473
old,Mix7,0.662,0.000069,0.998684,0.001247,0.000000,0.082794
old,Mix7,0.8,0.000049,0.999020,0.000932,0.000000,0.075938
old,Mix7,1,0.000034,0.999303,0.000663,0.000000,0.068273
old,Mix7,1.173,0.000025,0.999367,0.000522,0.000086,0.063077
old,Mix7,1.33,0.000022,0.998999,0.000433,0.000546,0.059137
old,Mix7,1.5,0.000019,0.998061,0.000362,0.001557,0.055563
old,Mix7,2,0.000014,0.992518,0.000238,0.007230,0.047679
old,Mix7,2.51,0.000011,0.983882,0.000171,0.015936,0.042127
old,Mix7,3,0.000010,0.973721,0.000132,0.026138,0.038232
old,Mix7,4,0.000008,0.949351,0.000087,0.050555,0.032710
old,Mix7,5,0.000007,0.922417,0.000062,0.077514,0.029074
old,Mix7,6,0.000006,0.894221,0.000047,0.105726,0.026507
old,Mix7,7,0.000005,0.865931,0.000038,0.134026,0.024604
old,Mix7,8,0.000005,0.838013,0.000031,0.161951,0.023137
old,Mix7,9,0.000004,0.810766,0.000025,0.189204,0.021984
old,Mix7,10,0.000004,0.784529,0.000022,0.215446,0.021049
old,Mix7,11,0.000004,0.759413,0.000018,0.240564,0.020282
old,Mix7,12,0.000004,0.735427,0.000016,0.264554,0.019642
old,Mix7,13,0.000003,0.712395,0.000014,0.287588,0.019100
old,Mix7,14,0.000003,0.690528,0.000012,0.309456,0.018643
old,Mix7,15,0.000003,0.669720,0.000011,0.330266,0.018250
old,Mix8,0.01,0.907425,0.040718,0.051857,0.000000,3.662770
old,Mix8,0.015,0.767439,0.138291,0.094270,0.000000,1.187929
old,Mix8,0.02,0.593612,0.283865,0.122524,0.000000,0.606217
old,Mix8,0.03,0.306641,0.568472,0.124887,0.000000,0.312251
old,Mix8,0.04,0.156033,0.744010,0.099956,0.000000,0.238070
old,Mix8,0.05,0.085276,0.837972,0.076753,0.000000,0.208368
old,Mix8,0.06,0.050462,0.889934,0.059605,0.000000,0.192464
old,Mix8,0.08,0.021442,0.940129,0.038430,0.000000,0.174528
old,Mix8,0.1,0.010948,0.962213,0.026839,0.000000,0.163287
old,Mix8,0.15,0.003259,0.982967,0.013774,0.000000,0.144736
old,Mix8,0.2,0.001410,0.990019,0.008571,0.000000,0.131973
old,Mix8,0.3,0.000458,0.995117,0.004424,0.000000,0.114393
old,Mix8,0.356,0.000293,0.996348,0.003359,0.000000,0.107180
old,Mix8,0.4,0.000219,0.996994,0.002787,0.000000,0.102376
old,Mix8,0.5,0.000129,0.997914,0.001957,0.000000,0.093448
old,Mix8,0.511,0.000123,0.997986,0.001891,0.000000,0.092594
old,Mix8,0.6,0.000087,0.998442,0.001470,0.000000,0.086404
old,Mix8,0.662,0.000070,0.998668,0.001262,0.000000,0.082728
old,Mix8,0.8,0.000050,0.999008,0.000942,0.000000,0.075877
old,Mix8,1,0.000035,0.999294,0.000671,0.000000,0.068219
old,Mix8,1.173,0.000026,0.999359,0.000528,0.000087,0.063026
old,Mix8,1.33,0.000023,0.998989,0.000438,0.000550,0.059090
old,Mix8,1.5,0.000019,0.998046,0.000367,0.001568,0.055519
old,Mix8,2,0.000014,0.992465,0.000240,0.007281,0.047644
old,Mix8,2.51,0.000012,0.983770,0.000173,0.016046,0.042097
old,Mix8,3,0.000010,0.973543,0.000133,0.026314,0.038208
old,Mix8,4,0.000008,0.949026,0.000088,0.050879,0.032695
old,Mix8,5,0.000007,0.921942,0.000063,0.077988,0.029065
old,Mix8,6,0.000006,0.893601,0.000048,0.106345,0.026504
old,Mix8,7,0.000005,0.865179,0.000038,0.134777,0.024605
old,Mix8,8,0.000005,0.837142,0.000031,0.162822,0.023143
old,Mix8,9,0.000005,0.809787,0.000026,0.190183,0.021993
old,Mix8,10,0.000004,0.783459,0.000022,0.216515,0.021060
old,Mix8,11,0.000004,0.758264,0.000019,0.241713,0.020297
old,Mix8,12,0.000004,0.734208,0.000016,0.265772,0.019659
old,Mix8,13,0.000003,0.711116,0.000014,0.288867,0.019119
old,Mix8,14,0.000003,0.689198,0.000013,0.310786,0.018664
old,Mix8,15,0.000003,0.668350,0.000011,0.331635,0.018273
old,Mix9,0.01,0.908743,0.039869,0.051388,0.000000,3.733394
old,Mix9,0.015,0.770711,0.135750,0.093539,0.000000,1.208166
old,Mix9,0.02,0.598385,0.279626,0.121989,0.000000,0.614474
old,Mix9,0.03,0.311186,0.563637,0.125176,0.000000,0.314530
old,Mix9,0.04,0.158963,0.740471,0.100566,0.000000,0.238945
old,Mix9,0.05,0.087050,0.835581,0.077368,0.000000,0.208756
old,Mix9,0.06,0.051568,0.888288,0.060145,0.000000,0.192642
old,Mix9,0.08,0.021935,0.939249,0.038816,0.000000,0.174541
old,Mix9,0.1,0.011205,0.961673,0.027121,0.000000,0.163246
old,Mix9,0.15,0.003337,0.982738,0.013925,0.000000,0.144658
old,Mix9,0.2,0.001444,0.989890,0.008667,0.000000,0.131891
old,Mix9,0.3,0.000470,0.995056,0.004474,0.000000,0.114315
old,Mix9,0.356,0.000301,0.996303,0.003396,0.000000,0.107106
old,Mix9,0.4,0.000224,0.996957,0.002819,0.000000,0.102304
old,Mix9,0.5,0.000132,0.997889,0.001979,0.000000,0.093382
old,Mix9,0.511,0.000126,0.997962,0.001912,0.000000,0.092529
old,Mix9,0.6,0.000089,0.998424,0.001487,0.000000,0.086342
old,Mix9,0.662,0.000072,0.998652,0.001276,0.000000,0.082668
old,Mix9,0.8,0.000051,0.998996,0.000953,0.000000,0.075823
old,Mix9,1,0.000035,0.999286,0.000679,0.000000,0.068171
old,Mix9,1.173,0.000027,0.999352,0.000534,0.000088,0.062980
old,Mix9,1.33,0.000023,0.998980,0.000443,0.000554,0.059048
old,Mix9,1.5,0.000020,0.998030,0.000371,0.001579,0.055480
old,Mix9,2,0.000015,0.992412,0.000243,0.007330,0.047612
old,Mix9,2.51,0.000012,0.983661,0.000175,0.016153,0.042071
old,Mix9,3,0.000010,0.973370,0.000135,0.026485,0.038188
old,Mix9,4,0.000008,0.948708,0.000089,0.051195,0.032683
old,Mix9,5,0.000007,0.921478,0.000064,0.078451,0.029059
old,Mix9,6,0.000006,0.892996,0.000049,0.106949,0.026503
old,Mix9,7,0.000006,0.864445,0.000038,0.135511,0.024608
old,Mix9,8,0.000005,0.836293,0.000031,0.163670,0.023149
old,Mix9,9,0.000005,0.808833,0.000026,0.191137,0.022003
old,Mix9,10,0.000004,0.782418,0.000022,0.217556,0.021073
old,Mix9,11,0.000004,0.757145,0.000019,0.242833,0.020312
old,Mix9,12,0.000004,0.733021,0.000016,0.266959,0.019677
old,Mix9,13,0.000004,0.709871,0.000014,0.290111,0.019139
old,Mix9,14,0.000003,0.687903,0.000013,0.312081,0.018685
old,Mix9,15,0.000003,0.667018,0.000011,0.332968,0.018296
old,Mix10,0.01,0.911245,0.038254,0.050501,0.000000,3.875047
old,Mix10,0.015,0.776965,0.130884,0.092151,0.000000,1.248741
old,Mix10,0.02,0.607598,0.271431,0.120971,0.000000,0.631018
old,Mix10,0.03,0.320125,0.554117,0.125758,0.000000,0.319083
old,Mix10,0.04,0.164787,0.733426,0.101788,0.000000,0.240682
old,Mix10,0.05,0.090597,0.830796,0.078607,0.000000,0.209516
old,Mix10,0.06,0.053784,0.884982,0.061234,0.000000,0.192981
old,Mix10,0.08,0.022925,0.937477,0.039598,0.000000,0.174552
old,Mix10,0.1,0.011722,0.960585,0.027693,0.000000,0.163147
old,Mix10,0.15,0.003494,0.982275,0.014231,0.000000,0.144488
old,Mix10,0.2,0.001512,0.989628,0.008860,0.000000,0.131713
old,Mix10,0.3,0.000492,0.994933,0.004575,0.000000,0.114147
old,Mix10,0.356,0.000315,0.996212,0.003473,0.000000,0.106946
old,Mix10,0.4,0.000235,0.996882,0.002882,0.000000,0.102150
old,Mix10,0.5,0.000139,0.997838,0.002023,0.000000,0.093242
old,Mix10,0.511,0.000132,0.997912,0.001955,0.000000,0.092390
old,Mix10,0.6,0.000094,0.998386,0.001521,0.000000,0.086211
old,Mix10,0.662,0.000076,0.998619,0.001305,0.000000,0.082541
old,Mix10,0.8,0.000054,0.998972,0.000975,0.000000,0.075708
old,Mix10,1,0.000037,0.999269,0.000694,0.000000,0.068068
old,Mix10,1.173,0.000028,0.999337,0.000546,0.000089,0.062882
old,Mix10,1.33,0.000024,0.998961,0.000453,0.000562,0.058958
old,Mix10,1.5,0.000021,0.997999,0.000379,0.001601,0.055396
old,Mix10,2,0.000015,0.992306,0.000248,0.007430,0.047545
old,Mix10,2.51,0.000012,0.983439,0.000178,0.016370,0.042014
old,Mix10,3,0.000011,0.973017,0.000138,0.026835,0.038142
old,Mix10,4,0.000009,0.948063,0.000090,0.051838,0.032654
old,Mix10,5,0.000007,0.920536,0.000065,0.079392,0.029044
old,Mix10,6,0.000006,0.891769,0.000050,0.108175,0.026498
old,Mix10,7,0.000006,0.862957,0.000039,0.136998,0.024613
old,Mix10,8,0.000005,0.834572,0.000032,0.165391,0.023161
old,Mix10,9,0.000005,0.806899,0.000026,0.193069,0.022021
old,Mix10,10,0.000005,0.780308,0.000022,0.219665,0.021098
old,Mix10,11,0.000004,0.754878,0.000019,0.245098,0.020342
old,Mix10,12,0.000004,0.730619,0.000017,0.269360,0.019711
old,Mix10,13,0.000004,0.707353,0.000015,0.292629,0.019177
old,Mix10,14,0.000004,0.685285,0.000013,0.314698,0.018727
old,Mix10,15,0.000003,0.664324,0.000011,0.335661,0.018342
