set,material,E_MeV,Zeq,B_1mfp,B_2mfp,B_3mfp,B_4mfp,B_5mfp,B_6mfp,B_7mfp,B_8mfp,B_9mfp,B_10mfp,B_11mfp,B_12mfp,B_15mfp,B_20mfp,B_25mfp,B_30mfp,B_35mfp,B_40mfp
new,Mix1,1.33,6.21722,1.98413,3.23021,4.68759,6.33639,8.16165,10.1499,12.2882,14.5639,16.9645,19.4783,22.0939,24.8012,33.391,49.0469,66.6975,87.0858,109.586,131.256
new,Mix1,1.5,6.13321,1.93958,3.08913,4.40149,5.85693,7.44078,9.14031,10.9438,12.8404,14.8196,16.8718,18.9882,21.161,27.956,40.0403,53.2788,68.1264,84.1019,99.2819
new,Mix1,2,6.09376,1.8422,2.80076,3.84503,4.96207,6.14281,7.37992,8.66707,9.99869,11.3698,12.7758,14.2127,15.677,20.2064,28.1241,36.5278,45.5289,54.934,64.0849
new,Mix1,2.51,6.08787,1.77059,2.60674,3.48991,4.41236,5.3688,6.35515,7.36801,8.40449,9.46205,10.5385,11.6318,12.7405,16.1447,22.0371,28.2022,34.6678,41.3352,47.9293
new,Mix1,3,6.08429,1.71437,2.45912,3.2252,4.00882,4.80746,5.61919,6.44248,7.27601,8.11867,8.9695,9.82763,10.6923,13.32,17.7876,22.3476,26.9889,31.6684,36.3024
new,Mix1,4,6.07971,1.62626,2.24714,2.8652,3.48146,4.09659,4.71107,5.32527,5.93945,6.55383,7.16858,7.78381,8.39958,10.2502,13.3405,16.4214,19.4863,22.5604,25.682
new,Mix1,5,6.07837,1.56425,2.10324,2.62738,3.14087,3.64636,4.14572,4.6404,5.1315,5.61993,6.10642,6.59155,7.07579,8.5263,10.9423,13.3417,15.6981,18.0238,20.388
new,Mix1,6,6.07673,1.51702,1.99325,2.44788,2.8883,3.319,3.74304,4.16266,4.57953,4.99493,5.40978,5.82477,6.24029,7.49091,9.5656,11.556,13.4521,15.398,17.5786
new,Mix1,7,6.07504,1.47041,1.89926,2.30572,2.69719,3.07812,3.45153,3.81964,4.1841,4.54614,4.90669,5.26641,5.62573,6.70251,8.47617,10.1732,11.8096,13.5237,15.4671
new,Mix1,8,6.07337,1.43,1.81849,2.1844,2.53501,2.87468,3.20638,3.53227,3.85393,4.17259,4.48914,4.80423,5.1183,6.05583,7.59069,9.05694,10.4867,12.0078,13.7447
new,Mix1,9,6.07370,1.40197,1.76097,2.09667,2.41656,2.72515,3.02548,3.31973,3.60955,3.8962,4.18063,4.46356,4.74548,5.58783,6.97446,8.30114,9.55467,10.8195,12.2258
new,Mix1,10,6.07068,1.37694,1.71007,2.0195,2.3129,2.5948,2.86827,3.13554,3.39825,3.65767,3.91478,4.17034,4.42491,5.18584,6.44468,7.65825,8.79054,9.88191,11.0451
new,Mix1,11,6.07090,1.35466,1.6666,1.9556,2.22916,2.49171,2.74622,2.99485,3.2392,3.48048,3.71965,3.95743,4.19436,4.90314,6.07755,7.20886,8.25353,9.23773,10.2659
new,Mix1,12,6.07024,1.33433,1.6271,1.89769,2.15341,2.39859,2.6361,2.86802,3.09591,3.32093,3.54401,3.76585,3.98695,4.64892,5.74769,6.8066,7.77709,8.67298,9.58927
new,Mix1,13,6.06960,1.31563,1.59089,1.84474,2.08429,2.31374,2.53586,2.75268,2.96569,3.17602,3.38455,3.59195,3.79873,4.4183,5.44861,6.44277,7.34912,8.17099,8.99354
new,Mix1,14,6.06984,1.2983,1.55747,1.79598,2.02075,2.23584,2.44394,2.647,2.84645,3.04339,3.23867,3.43293,3.62665,4.20754,5.17537,6.11088,6.96076,7.71962,8.46286
new,Mix1,15,6.07010,1.28217,1.52646,1.75084,1.96202,2.16392,2.35916,2.5496,2.73662,2.92129,3.10441,3.2866,3.46835,4.0137,4.92403,5.80582,6.60516,7.30949,7.98489
new,Mix2,0.015,6.77722,1.26999,1.41886,1.52229,1.6018,1.66716,1.7235,1.77378,1.81982,1.86278,1.90339,1.94217,1.97944,2.08387,2.23475,2.35152,2.4353,2.50534,2.58606
new,Mix2,0.02,6.80972,1.61996,2.0296,2.3496,2.61782,2.8531,3.06628,3.26411,3.45108,3.63024,3.80374,3.97309,4.13936,4.62576,5.40107,6.10035,6.68587,7.19598,7.74373
new,Mix2,0.03,6.84883,2.85547,4.54801,6.17163,7.76139,9.33844,10.9175,12.5099,14.1244,15.7685,17.4484,19.1693,20.9357,26.5414,36.9838,48.6071,60.8634,73.575,87.6693
new,Mix2,0.04,6.87552,4.11017,8.06676,12.7677,18.1968,24.3522,31.2368,38.8547,47.2105,56.3086,66.1538,76.7516,88.109,126.851,208.411,316.345,458.448,636.641,840.545
new,Mix2,0.05,6.89446,4.96298,11.0809,19.3975,30.1128,43.4421,59.5951,78.7677,101.139,126.869,156.103,188.973,225.606,359.445,675.238,1154.3,1885.42,2924.14,4179.11
new,Mix2,0.06,6.90955,5.16762,12.4738,23.3419,38.4128,58.3672,83.8887,115.642,154.26,200.331,254.403,316.987,388.571,662.373,1360.13,2522.63,4478.72,7477.17,11206.8
new,Mix2,0.08,6.93106,4.90973,12.6105,25.0859,43.6571,69.7946,105.063,151.073,209.446,281.776,369.615,474.468,597.81,1094.08,2468.61,4967.94,9479.62,16639.8,25436.6
new,Mix2,0.1,6.94638,4.64324,11.9007,23.8333,41.8897,67.7483,103.277,150.495,211.537,288.619,384.005,499.988,638.887,1217.11,2894.69,5998.24,11693.9,21436.4,35307.1
new,Mix2,0.15,6.97122,3.74296,9.28663,18.4893,32.5164,52.7186,80.5982,117.776,165.96,226.908,302.407,394.245,504.21,960.973,2273.41,4657.46,8924.83,15979.4,25561.7
new,Mix2,0.2,6.98090,3.3616,7.94677,15.326,26.2777,41.6811,62.4878,89.6964,124.33,167.416,219.966,282.968,357.383,658.528,1485.52,2919.65,5407.5,9496.16,15165.3
new,Mix2,0.3,6.99789,2.84091,6.2107,11.3736,18.701,28.5869,41.4263,57.6009,77.4669,101.347,129.526,162.248,199.723,342.44,694.239,1238.35,2077.13,3259.83,4598.27
new,Mix2,0.356,7.00215,2.70962,5.71662,10.1854,16.3639,24.5083,34.8664,47.6677,63.1161,81.386,102.621,126.933,154.412,256.507,497.867,855.375,1385.47,2106.19,2894.55
new,Mix2,0.4,7.00429,2.62014,5.38986,9.41642,14.8783,21.9559,30.8176,41.613,54.4677,69.4813,86.7275,106.256,128.098,207.653,389.323,648.699,1020.69,1510.53,2029.19
new,Mix2,0.5,7.00721,2.46213,4.83411,8.14707,12.4886,17.944,24.5867,32.4744,41.6471,52.1277,63.9228,77.0255,91.419,142.124,251.604,399.333,600.622,851.996,1103.48
new,Mix2,0.511,7.00728,2.4503,4.78929,8.04232,12.2903,17.6121,24.0748,31.7307,40.6152,50.7474,62.1311,74.7573,88.6078,137.279,241.937,382.52,573.289,810.905,1048.59
new,Mix2,0.6,7.00882,2.36304,4.46451,7.29262,10.8854,15.2799,20.5044,26.577,33.5041,41.2815,49.8959,59.3262,69.5468,104.682,177.449,271.162,393.548,541.75,688.088
new,Mix2,0.662,7.01265,2.30806,4.2777,6.88342,10.1469,14.0895,18.7263,24.0636,30.0992,36.8227,44.2172,52.2602,60.9265,90.4169,150.537,226.801,325.074,442.76,558.354
new,Mix2,0.8,7.01006,2.20213,3.928,6.13247,8.81282,11.9679,15.5933,19.6796,24.213,29.1753,34.5454,40.3002,46.416,66.7158,106.432,154.731,214.648,283.975,350.25
new,Mix2,1,7.01110,2.10795,3.59979,5.42259,7.56073,10.0026,12.7363,15.7488,19.0252,22.5495,26.3051,30.2748,34.4418,47.9786,73.4773,102.967,137.864,177.602,216.927
new,Mix2,1.173,6.48396,2.03397,3.38454,4.99913,6.85902,8.95002,11.2587,13.7716,16.4745,19.3533,22.3936,25.5816,28.9043,39.5721,59.3703,82.0964,108.832,138.871,168.104
new,Mix2,1.33,6.09643,1.98423,3.23118,4.69002,6.34076,8.16833,10.1592,12.3002,14.5787,16.9822,19.4987,22.1168,24.8264,33.4217,49.0855,66.7565,87.1871,109.727,131.39
new,Mix2,1.5,6.01148,1.94088,3.09179,4.40543,5.86198,7.4467,9.14682,10.9506,12.847,14.8256,16.8768,18.9918,21.1627,27.9493,40.0123,53.2239,68.04,83.9733,99.0954
new,Mix2,2,5.97061,1.84273,2.80163,3.84615,4.96345,6.1445,7.38201,8.66972,10.0021,11.3741,12.7813,14.2196,15.6856,20.2216,28.1532,36.57,45.5813,55.0025,64.1879
new,Mix2,2.51,5.96508,1.77116,2.60764,3.49102,4.41357,5.37005,6.35638,7.3692,8.40562,9.46311,10.5395,11.6328,12.7413,16.1452,22.0356,28.1939,34.648,41.3069,47.9041
new,Mix2,3,5.96078,1.715,2.46012,3.22638,4.01002,4.80854,5.62004,6.44297,7.27605,8.11817,8.96836,9.82579,10.6897,13.3145,17.7756,22.3261,26.9554,31.6233,36.2491
new,Mix2,4,5.95610,1.62616,2.24726,2.86561,3.48215,4.0975,4.71208,5.32624,5.94022,6.55424,7.16843,7.78292,8.39776,10.2446,13.3262,16.399,19.4582,22.5264,25.6366
new,Mix2,5,5.95478,1.56429,2.1037,2.62832,3.14224,3.64803,4.14753,4.64213,5.13293,5.62082,6.10651,6.59058,7.07349,8.51853,10.9214,13.3061,15.6497,17.9629,20.3092
new,Mix2,6,5.95315,1.51926,1.99637,2.45121,2.89141,3.32161,3.74494,4.1637,4.57959,4.9939,5.40756,5.82121,6.23526,7.48001,9.53676,11.5004,13.3835,15.3514,17.5865
new,Mix2,7,5.95141,1.47194,1.90166,2.30863,2.70034,3.08131,3.4546,3.82245,4.18651,4.54803,4.90794,5.26689,5.62531,6.69835,8.46155,10.145,11.7752,13.4969,15.4581
new,Mix2,8,5.94977,1.43097,1.82027,2.18683,2.53794,2.87798,3.20993,3.53593,3.85759,4.17613,4.49244,4.80718,5.12079,6.05634,7.58638,9.04771,10.4744,11.9934,13.7265
new,Mix2,9,5.95004,1.40327,1.76322,2.09959,2.41996,2.72885,3.02931,3.32356,3.61324,3.89962,4.18365,4.46606,4.74737,5.5872,6.96793,8.28757,9.53412,10.792,12.1897
new,Mix2,10,5.94718,1.37853,1.71273,2.0229,2.31677,2.59894,2.87251,3.1397,3.4022,3.66128,3.91793,4.17291,4.42678,5.18502,6.43769,7.64371,8.76782,9.85014,11.0023
new,Mix2,11,5.94755,1.35621,1.66924,1.95902,2.23312,2.49601,2.75069,2.99933,3.24353,3.48455,3.72332,3.96058,4.19687,4.90311,6.07145,7.19537,8.23243,9.20899,10.2283
new,Mix2,12,5.94670,1.33584,1.62972,1.90113,2.15745,2.40302,2.64077,2.87277,3.10059,3.32541,3.54816,3.76954,3.99007,4.64964,5.74251,6.79413,7.75737,8.64661,9.55576
new,Mix2,13,5.94615,1.3171,1.59348,1.84818,2.08837,2.31827,2.54069,2.75764,2.97064,3.18083,3.38909,3.5961,3.80236,4.41969,5.44428,6.43122,7.33048,8.14636,8.96314
new,Mix2,14,5.94614,1.29975,1.56004,1.79943,2.02488,2.24046,2.4489,2.65215,2.85165,3.0485,3.24356,3.43747,3.63073,4.20952,5.17179,6.10013,6.94298,7.6962,8.43463
new,Mix2,15,5.94671,1.28359,1.529,1.75427,1.96615,2.16859,2.3642,2.55487,2.74199,2.92662,3.10957,3.29147,3.47281,4.01621,4.92118,5.79591,6.58829,7.28724,7.9585
new,Mix3,0.015,6.96478,1.2413,1.37255,1.46284,1.53173,1.58801,1.6363,1.67925,1.71845,1.75494,1.78936,1.82217,1.85365,1.94159,2.06797,2.16526,2.2348,2.29265,2.359
new,Mix3,0.02,7.00124,1.55874,1.91287,2.1826,2.40467,2.59693,2.76941,2.92828,3.07752,3.21981,3.357,3.49036,3.62077,3.99905,4.58922,5.10176,5.5136,5.8688,6.26093
new,Mix3,0.03,7.04498,2.68614,4.14691,5.50269,6.79694,8.05482,9.29313,10.524,11.7568,12.9988,14.256,15.5332,16.8344,20.9095,28.3295,36.3551,44.5142,52.6113,61.2938
new,Mix3,0.04,7.06742,3.92909,7.47962,11.5585,16.1413,21.2163,26.7767,32.8181,39.3371,46.3312,53.7988,61.7392,70.1526,98.2624,155.258,227.169,317.116,425.085,545.759
new,Mix3,0.05,7.08096,4.83148,10.5365,18.0904,27.6109,39.2289,53.0708,69.2515,87.8728,109.023,132.781,159.216,188.395,293.17,533.459,887.152,1410.52,2131.04,2979.02
new,Mix3,0.06,7.09117,5.10475,12.1006,22.2913,36.1753,54.2765,77.1122,105.176,138.927,178.788,225.142,278.343,338.728,566.549,1134.94,2063,3593.16,5885.9,8677.16
new,Mix3,0.08,7.10536,4.91636,12.4787,24.5461,42.28,66.9573,99.9182,142.526,196.131,262.049,341.544,435.831,546.099,985.139,2182.39,4331.31,8164,14162.2,21429
new,Mix3,0.1,7.11539,4.65696,11.8425,23.5255,41.0283,65.8657,99.7019,144.314,201.559,273.337,361.569,468.181,595.104,1117.62,2607.88,5329.55,10277.2,18627,30284.3
new,Mix3,0.15,7.13157,3.77299,9.31527,18.4394,32.2497,52.0195,79.1562,115.171,161.647,220.21,292.502,380.162,484.826,917.391,2151.23,4379.01,8347.07,14876.4,23714.5
new,Mix3,0.2,7.13812,3.365,7.93266,15.2516,26.071,41.2328,61.6428,88.2466,122.007,163.883,214.818,275.723,347.484,636.549,1424.9,2785.34,5133.95,8953.49,14156
new,Mix3,0.3,7.14891,2.85046,6.21989,11.3629,18.6397,28.4319,41.1214,57.0764,76.6403,100.123,127.799,159.902,196.634,336.323,680.1,1211.28,2029.1,3180.18,4481.39
new,Mix3,0.356,7.15233,2.71632,5.72213,10.1755,16.3176,24.3971,34.6544,47.3115,62.5657,80.5854,101.509,125.444,152.478,252.809,489.721,840.413,1359.87,2064.99,2835.44
new,Mix3,0.4,7.15442,2.6249,5.39281,9.40665,14.8403,21.8695,30.6581,41.3514,54.0713,68.9144,85.9521,105.233,126.786,205.234,384.272,639.875,1006.26,1488.14,1997.97
new,Mix3,0.5,7.15727,2.46483,4.8345,8.13809,12.4611,17.887,24.4876,32.3193,41.4215,51.8163,63.5105,76.4971,90.7597,140.988,249.386,395.496,594.372,842.956,1092.69
new,Mix3,0.511,7.15737,2.45276,4.78936,8.03327,12.2635,17.5572,23.98,31.5832,40.4013,50.453,61.7421,74.2597,87.9882,136.216,239.873,378.963,567.51,802.538,1038.54
new,Mix3,0.6,7.15885,2.36367,4.46228,7.28319,10.8636,15.2399,20.4399,26.4812,33.3703,41.103,49.6662,59.0392,69.1968,104.113,176.422,269.5,390.964,538.057,683.582
new,Mix3,0.662,7.16239,2.30912,4.27665,6.87651,10.1298,14.0576,18.6746,23.9871,29.9931,36.6825,44.0385,52.0393,60.66,89.998,149.815,225.65,323.271,440.188,555.315
new,Mix3,0.8,7.16017,2.20403,3.92914,6.13002,8.80378,11.9493,15.5622,19.6334,24.1494,29.0925,34.442,40.1752,46.269,66.5029,106.106,154.226,213.826,282.792,348.958
new,Mix3,1,7.16111,2.10732,3.59797,5.41891,7.55439,9.99265,12.7217,15.7283,18.9977,22.5137,26.2597,30.2184,34.3734,47.8678,73.2889,102.718,137.546,177.07,215.899
new,Mix3,1.173,6.72029,2.03602,3.38592,4.99749,6.85216,8.93598,11.2359,13.7385,16.4302,19.2971,22.3251,25.5008,28.8114,39.4448,59.182,81.7903,108.308,138.116,167.309
new,Mix3,1.33,6.33911,1.98403,3.22925,4.68519,6.33208,8.15504,10.1407,12.2763,14.5491,16.947,19.4581,22.0712,24.7762,33.3606,49.0087,66.6395,86.9866,109.447,131.123
new,Mix3,1.5,6.25606,1.93829,3.08651,4.3976,5.85193,7.43491,9.13386,10.9371,12.8338,14.8136,16.8668,18.9847,21.1594,27.9626,40.0681,53.3332,68.2121,84.2294,99.4668
new,Mix3,2,6.21780,1.84115,2.79923,3.84327,4.96018,6.14074,7.37752,8.6641,9.99481,11.3646,12.7688,14.2035,15.665,20.183,28.0743,36.4524,45.4343,54.8119,63.9027
new,Mix3,2.51,6.21134,1.76963,2.60532,3.48831,4.41074,5.36725,6.3537,7.36663,8.40311,9.46058,10.5368,11.6298,12.7379,16.1401,22.0299,28.2006,34.6814,41.3582,47.937
new,Mix3,3,6.20896,1.71345,2.45776,3.22368,4.00733,4.80614,5.61814,6.44176,7.27566,8.1187,8.9699,9.8284,10.6935,13.3221,17.7927,22.3601,27.0139,31.7041,36.3389
new,Mix3,4,6.20463,1.62665,2.24733,2.86496,3.48076,4.09548,4.70968,5.32377,5.93807,6.55282,7.16819,7.78433,8.40128,10.2571,13.3594,16.4513,19.5204,22.5945,25.7214
new,Mix3,5,6.20344,1.56465,2.10315,2.62657,3.13935,3.64427,4.14332,4.63798,5.12943,5.61861,6.10624,6.59295,7.07918,8.53806,10.9734,13.3919,15.7611,18.0981,20.4856
new,Mix3,6,6.20196,1.51385,1.98906,2.44364,2.88458,3.3161,3.74113,4.16181,4.57975,4.9962,5.4121,5.82811,6.24472,7.49964,9.59139,11.6147,13.5299,15.4382,17.5165
new,Mix3,7,6.20063,1.46893,1.89688,2.3028,2.69398,3.07483,3.44836,3.81675,4.18165,4.54428,4.9056,5.26626,5.62673,6.70837,8.49631,10.2123,11.857,13.5575,15.4708
new,Mix3,8,6.19906,1.43,1.81786,2.18301,2.53288,2.87193,3.20318,3.52882,3.85046,4.16932,4.4863,4.80206,5.11701,6.05824,7.60037,9.07088,10.5026,12.0308,13.7872
new,Mix3,9,6.19961,1.40098,1.75911,2.09411,2.41351,2.72181,3.02204,3.31639,3.60652,3.89367,4.1788,4.46261,4.74561,5.59217,6.98829,8.32515,9.58812,10.8638,12.2864
new,Mix3,10,6.19693,1.37507,1.70705,2.01578,2.3088,2.5906,2.8642,3.13179,3.395,3.6551,3.91305,4.16959,4.42528,5.1904,6.45863,7.68392,8.82927,9.93482,11.1144
new,Mix3,11,6.19688,1.35288,1.66366,1.95188,2.22496,2.48728,2.74179,2.99061,3.23533,3.47716,3.71703,3.95567,4.1936,4.90619,6.08917,7.23072,8.28636,9.28303,10.3272
new,Mix3,12,6.19658,1.33264,1.62422,1.89396,2.14912,2.39397,2.63137,2.86338,3.09152,3.31698,3.54065,3.76323,3.98522,4.65066,5.75729,6.82518,7.80474,8.71126,9.64265
new,Mix3,13,6.19625,1.31401,1.58808,1.84104,2.07996,2.30899,2.53091,2.74772,2.96088,3.17154,3.38056,3.58861,3.79618,4.41891,5.45641,6.45842,7.37211,8.20273,9.03915
new,Mix3,14,6.19676,1.29676,1.55473,1.79231,2.01639,2.231,2.43883,2.64179,2.84132,3.0385,3.23417,3.42898,3.6234,4.20715,5.18155,6.12394,6.97961,7.74537,8.50106
new,Mix3,15,6.19623,1.2807,1.52381,1.74724,1.95769,2.15907,2.35396,2.54424,2.73127,2.91609,3.09953,3.28218,3.46453,4.01245,4.92874,5.81649,6.62022,7.32968,8.0159
new,Mix4,0.015,6.97356,1.23998,1.37043,1.46013,1.52853,1.58441,1.63234,1.67496,1.71387,1.75007,1.78422,1.81677,1.848,1.93521,2.06053,2.15697,2.22589,2.28322,2.34896
new,Mix4,0.02,7.01293,1.55626,1.90834,2.17629,2.39678,2.58759,2.75873,2.91634,3.06438,3.20551,3.34156,3.47381,3.60313,3.97816,4.56299,5.07038,5.47758,5.82862,6.21645
new,Mix4,0.03,7.05963,2.67776,4.12722,5.4705,6.75159,7.99588,9.22033,10.4372,11.6557,12.8834,14.1262,15.389,16.6756,20.707,28.0542,36.0094,44.11,52.1852,60.9136
new,Mix4,0.04,7.08410,3.91558,7.43838,11.4775,16.0089,21.0215,26.5089,32.4671,38.8931,45.7852,53.1421,60.9636,69.2508,96.9412,153.115,224.018,312.709,419.263,538.726
new,Mix4,0.05,7.09924,4.81746,10.4839,17.9712,27.3926,38.875,52.5407,68.5014,86.8566,107.693,131.087,157.107,185.822,288.894,525.25,873.122,1387.6,2095.56,2929.49
new,Mix4,0.06,7.11076,5.09638,12.0566,22.1741,35.9357,53.8531,76.4313,104.152,137.465,176.783,222.48,274.904,334.386,558.685,1117.97,2030.55,3533.72,5784.61,8526.73
new,Mix4,0.08,7.12697,4.91704,12.4604,24.4744,42.1022,66.5995,99.2832,141.491,194.549,259.745,338.319,431.463,540.338,973.472,2153.11,4267.54,8034.78,13929.4,21079
new,Mix4,0.1,7.13844,4.65616,11.8287,23.4753,40.9029,65.6064,99.2258,143.51,200.281,271.404,358.759,464.232,589.706,1105.56,2573.86,5251.89,10115.8,18310.8,29721.1
new,Mix4,0.15,7.15710,3.77759,9.3192,18.4302,32.2057,51.9071,78.9278,114.763,160.977,219.176,290.982,378.013,481.884,910.861,2133.19,4338.23,8262.83,14716.8,23450.8
new,Mix4,0.2,7.16530,3.365,7.92901,15.2372,26.0338,41.1548,61.4987,88.0023,121.619,163.296,213.966,274.527,345.854,632.943,1414.98,2763.35,5088.89,8862.83,13984.6
new,Mix4,0.3,7.17754,2.85225,6.2216,11.3608,18.6281,28.4026,41.064,56.9778,76.485,99.8936,127.475,159.462,196.055,335.176,677.447,1206.19,2020.04,3165.13,4459.3
new,Mix4,0.356,7.18155,2.71761,5.72318,10.1736,16.3086,24.3756,34.6134,47.2428,62.4596,80.4311,101.294,125.158,152.105,252.096,488.149,837.519,1354.91,2056.99,2823.94
new,Mix4,0.4,7.18402,2.62583,5.39338,9.40472,14.8329,21.8526,30.6269,41.3003,53.9939,68.8037,85.8007,105.033,126.53,204.761,383.284,638.144,1003.42,1483.73,1991.8
new,Mix4,0.5,7.18741,2.46536,4.83457,8.13629,12.4556,17.8757,24.4679,32.2885,41.3766,51.7545,63.4285,76.392,90.6286,140.762,248.945,394.731,593.124,841.148,1090.52
new,Mix4,0.511,7.18754,2.45324,4.78937,8.03147,12.2582,17.5463,23.9612,31.5538,40.3587,50.3944,61.6647,74.1607,87.8649,136.005,239.461,378.253,566.356,800.863,1036.52
new,Mix4,0.6,7.18928,2.3638,4.46183,7.28129,10.8593,15.2318,20.4269,26.462,33.3434,41.0672,49.6201,58.9816,69.1266,103.999,176.215,269.166,390.444,537.314,682.672
new,Mix4,0.662,7.19316,2.30934,4.27644,6.87511,10.1263,14.0511,18.6641,23.9716,29.9715,36.654,44.0021,51.9943,60.6058,89.9127,149.667,225.415,322.903,439.662,554.691
new,Mix4,0.8,7.19095,2.20442,3.92936,6.12951,8.80194,11.9455,15.5559,19.624,24.1365,29.0756,34.4209,40.1498,46.2391,66.4594,106.039,154.123,213.657,282.55,348.691
new,Mix4,1,7.19193,2.10719,3.5976,5.41817,7.5531,9.99063,12.7188,15.7242,18.9921,22.5065,26.2505,30.207,34.3595,47.8453,73.2508,102.668,137.481,176.962,215.689
new,Mix4,1.173,6.73502,2.03614,3.386,4.99738,6.85173,8.93512,11.2345,13.7365,16.4275,19.2936,22.3209,25.4959,28.8057,39.4369,59.1704,81.7715,108.276,138.07,167.26
new,Mix4,1.33,6.33073,1.98403,3.22932,4.68536,6.33237,8.15549,10.1413,12.2771,14.5501,16.9482,19.4594,22.0727,24.7779,33.3626,49.0113,66.6434,86.9933,109.457,131.132
new,Mix4,1.5,6.24286,1.93843,3.08679,4.39801,5.85247,7.43553,9.13455,10.9379,12.8345,14.8142,16.8673,18.9851,21.1595,27.9619,40.0651,53.3274,68.203,84.2158,99.4471
new,Mix4,2,6.20239,1.84128,2.79942,3.84349,4.96041,6.141,7.37782,8.66447,9.99529,11.3652,12.7697,14.2046,15.6665,20.1858,28.0804,36.4616,45.4458,54.8268,63.925
new,Mix4,2.51,6.19581,1.76975,2.60549,3.48851,4.41094,5.36745,6.35388,7.36681,8.40328,9.46076,10.537,11.63,12.7382,16.1406,22.0308,28.2007,34.6795,41.3551,47.9358
new,Mix4,3,6.19303,1.71356,2.45793,3.22387,4.00752,4.80631,5.61828,6.44185,7.2757,8.11869,8.96985,9.82831,10.6933,13.3219,17.792,22.3584,27.0105,31.6994,36.3341
new,Mix4,4,6.18865,1.6266,2.2473,2.86499,3.48085,4.09563,4.70986,5.32396,5.93825,6.55295,7.16824,7.78426,8.40106,10.2562,13.3569,16.4473,19.5158,22.5899,25.7161
new,Mix4,5,6.18738,1.5646,2.10316,2.62667,3.13954,3.64454,4.14363,4.63829,5.1297,5.61878,6.10628,6.59278,7.07877,8.53659,10.9695,13.3858,15.7535,18.0892,20.4737
new,Mix4,6,6.18590,1.51425,1.98959,2.44419,2.88506,3.31648,3.74139,4.16194,4.57975,4.99608,5.41185,5.82776,6.24425,7.49873,9.5887,11.6082,13.521,15.4333,17.5241
new,Mix4,7,6.18456,1.46912,1.89718,2.30317,2.69439,3.07525,3.44877,3.81712,4.18196,4.54452,4.90574,5.26629,5.62661,6.70764,8.49379,10.2073,11.8509,13.5529,15.47
new,Mix4,8,6.18308,1.43,1.81794,2.18319,2.53315,2.87228,3.20359,3.52925,3.8509,4.16973,4.48666,4.80234,5.11718,6.05795,7.59917,9.06915,10.5006,12.0279,13.7819
new,Mix4,9,6.18351,1.40111,1.75935,2.09444,2.4139,2.72223,3.02247,3.31682,3.60691,3.89399,4.17903,4.46273,4.74559,5.59162,6.98653,8.3221,9.58387,10.8582,12.2787
new,Mix4,10,6.18097,1.3753,1.70743,2.01625,2.30931,2.59112,2.86471,3.13226,3.39541,3.65543,3.91327,4.16969,4.42524,5.18983,6.45689,7.6807,8.82441,9.92818,11.1057
new,Mix4,11,6.18097,1.35311,1.66403,1.95235,2.22548,2.48783,2.74235,2.99114,3.23582,3.47758,3.71736,3.95589,4.1937,4.90581,6.08772,7.22799,8.28225,9.27735,10.3195
new,Mix4,12,6.18062,1.33285,1.62458,1.89443,2.14966,2.39455,2.63196,2.86396,3.09207,3.31748,3.54107,3.76356,3.98544,4.65045,5.75609,6.82286,7.80128,8.70646,9.63594
new,Mix4,13,6.18023,1.31421,1.58843,1.8415,2.0805,2.30958,2.53154,2.74834,2.96149,3.17211,3.38106,3.58903,3.7965,4.41883,5.45544,6.45647,7.36924,8.19876,9.03342
new,Mix4,14,6.18065,1.29695,1.55507,1.79277,2.01694,2.23161,2.43947,2.64245,2.84196,3.03912,3.23474,3.42948,3.62381,4.2072,5.18078,6.12231,6.97726,7.74215,8.49626
new,Mix4,15,6.18034,1.28089,1.52414,1.74769,1.95823,2.15967,2.35461,2.54491,2.73194,2.91674,3.10014,3.28274,3.46501,4.01261,4.92816,5.81518,6.61837,7.32719,8.01205
new,Mix5,0.015,6.89846,1.25136,1.38874,1.48357,1.55611,1.61551,1.66656,1.71202,1.75356,1.79225,1.82878,1.86362,1.89707,1.9906,2.12526,2.22912,2.30344,2.36538,2.43655
new,Mix5,0.02,6.94176,1.57748,1.94827,2.23294,2.46863,2.67351,2.8579,3.02813,3.18835,3.34135,3.48907,3.63286,3.77365,4.18315,4.82647,5.39196,5.85222,6.25013,6.68544
new,Mix5,0.03,7.00245,2.71059,4.20452,5.59704,6.93004,8.2279,9.50701,10.7792,12.0537,13.3377,14.637,15.9564,17.2997,21.5009,29.1267,37.3452,45.657,53.7968,62.3209
new,Mix5,0.04,7.03452,3.95582,7.56147,11.7197,16.4048,21.6043,27.3106,33.518,40.2225,47.4202,55.1083,63.2849,71.9491,100.888,159.492,233.352,325.702,436.336,559.2
new,Mix5,0.05,7.05406,4.85217,10.6143,18.2669,27.9343,39.754,53.8577,70.3653,89.3823,111,135.299,162.349,192.218,299.512,545.594,907.804,1444.13,2182.85,3051.04
new,Mix5,0.06,7.06851,5.11446,12.1518,22.4275,36.4542,54.7699,77.9059,106.369,140.632,181.127,228.247,282.354,343.792,575.711,1154.66,2100.62,3661.9,6002.77,8850.16
new,Mix5,0.08,7.08856,4.91582,12.4929,24.602,42.4186,67.2363,100.414,143.333,197.366,263.848,344.063,439.245,550.601,994.256,2205.26,4381.08,8264.8,14343.4,21700.8
