set,material,E_MeV,Zeq,B_1mfp,B_2mfp,B_3mfp,B_4mfp,B_5mfp,B_6mfp,B_7mfp,B_8mfp,B_9mfp,B_10mfp,B_11mfp,B_12mfp,B_15mfp,B_20mfp,B_25mfp,B_30mfp,B_35mfp,B_40mfp
new,Mix4,1.33,6.33073,2.04704,3.40005,5.00146,6.82834,8.86279,11.0882,13.4882,16.0467,18.7476,21.5758,24.5169,27.5581,37.1831,54.6925,74.6458,98.0982,123.969,148.065
new,Mix4,1.5,6.24286,1.99993,3.24218,4.67235,6.26722,8.00904,9.88214,11.8719,13.9646,16.1472,18.4077,20.7352,23.12,30.547,43.6859,58.1522,74.5394,92.0358,108.026
new,Mix4,2,6.20239,1.88939,2.91545,4.0409,5.24966,6.53018,7.87301,9.26997,10.7138,12.1981,13.7171,15.2658,16.8399,21.6845,30.1069,39.118,48.9348,59.2043,68.9076
new,Mix4,2.51,6.19581,1.80858,2.69425,3.63402,4.61812,5.63981,6.69387,7.77595,8.8824,10.0101,11.1564,12.319,13.4962,17.1044,23.3676,30.035,37.1426,44.3943,51.2928
new,Mix4,3,6.19303,1.74502,2.52611,3.33143,4.15597,4.99636,5.85009,6.71513,7.58981,8.47277,9.36287,10.2592,11.1611,13.8957,18.5497,23.3518,28.2757,33.1744,37.8796
new,Mix4,4,6.18865,1.64858,2.29024,2.92811,3.5635,4.19722,4.82988,5.46194,6.09375,6.72562,7.35779,7.99046,8.6238,10.5289,13.7231,16.9343,20.1378,23.2919,26.3459
new,Mix4,5,6.18738,1.57241,2.11642,2.64445,3.16145,3.6705,4.17376,4.67286,5.16905,5.66332,6.15643,6.64899,7.14143,8.62025,11.0849,13.5067,15.8373,18.1098,20.4397
new,Mix4,6,6.18590,1.52342,2.0068,2.46821,2.91471,3.35058,3.77881,4.20159,4.6206,5.03714,5.45222,5.86664,6.28095,7.52639,9.60617,11.6445,13.5984,15.5276,17.5789
new,Mix4,7,6.18456,1.47693,1.90993,2.31907,2.71207,3.09358,3.4668,3.83404,4.19705,4.55717,4.91544,5.27264,5.62934,6.69936,8.47524,10.1806,11.7316,13.137,14.5286
new,Mix4,8,6.18308,1.43669,1.82717,2.19278,2.54165,2.87862,3.20697,3.52907,3.84671,4.16123,4.47368,4.78486,5.09535,6.0257,7.56707,9.0366,10.3345,11.4282,12.4155
new,Mix4,9,6.18351,1.40183,1.7588,2.09177,2.40863,2.71409,3.01132,3.30258,3.58958,3.8736,4.15563,4.43638,4.71639,5.55433,6.93562,8.24293,9.42206,10.522,11.6812
new,Mix4,10,6.18097,1.37069,1.69804,2.00231,2.29117,2.56913,2.83924,3.10367,3.36403,3.62155,3.87712,4.13142,4.38491,5.14235,6.38533,7.56601,8.69069,9.86524,11.2184
new,Mix4,11,6.18097,1.3482,1.65449,1.93853,2.20773,2.46647,2.71767,2.96344,3.20532,3.4445,3.68186,3.91805,4.15353,4.85788,6.01734,7.11848,8.1461,9.18135,10.3502
new,Mix4,12,6.18062,1.32768,1.61488,1.88064,2.13215,2.37361,2.60784,2.83687,3.06219,3.28494,3.50597,3.72593,3.94529,4.60199,5.68651,6.71892,7.66943,8.59557,9.61527
new,Mix4,13,6.18023,1.3088,1.57855,1.82768,2.0631,2.28889,2.50776,2.72164,2.93199,3.13988,3.34617,3.55146,3.75623,4.36976,5.3862,6.35746,7.24441,8.08376,8.98195
new,Mix4,14,6.18065,1.29131,1.545,1.77887,1.99958,2.21106,2.4159,2.61598,2.81269,3.00706,3.19991,3.39184,3.58332,4.15747,5.11152,6.02728,6.86011,7.62919,8.4278
new,Mix4,15,6.18034,1.27504,1.51386,1.73364,1.94081,2.13913,2.3311,2.51852,2.7027,2.88467,3.0652,3.24489,3.42417,3.96211,4.8585,5.72303,6.50832,7.21933,7.93566
new,Mix5,0.015,6.89846,1.24841,1.3826,1.47508,1.54597,1.60424,1.65457,1.6996,1.74095,1.77962,1.81628,1.85136,1.88511,1.97977,2.11571,2.21854,2.29064,2.35242,2.42719
new,Mix5,0.02,6.94176,1.5611,1.92489,2.20539,2.43812,2.64059,2.8228,2.99093,3.14904,3.29987,3.44535,3.58682,3.72521,4.12715,4.75828,5.31545,5.77213,6.1661,6.59068
new,Mix5,0.03,7.00245,2.61951,4.03337,5.35222,6.61613,7.84838,9.06461,10.2761,11.4917,12.7181,13.9608,15.2245,16.5125,20.5476,27.87,35.6911,43.4609,50.9647,58.8762
new,Mix5,0.04,7.03452,3.91524,7.48566,11.6109,16.2632,21.428,27.0959,33.2593,39.9119,47.0482,54.6635,62.7543,71.3187,99.8682,157.577,230.515,322.14,431.731,552.166
new,Mix5,0.05,7.05406,4.98277,10.9661,18.9321,29.0124,41.351,56.0848,73.3373,93.216,115.813,141.208,169.471,200.668,312.65,569.393,948.339,1511.25,2285.01,3186.04
new,Mix5,0.06,7.06851,5.44436,13.095,24.3096,39.6595,59.742,85.1445,116.424,154.097,198.632,250.452,309.945,377.477,632.211,1268.04,2311.17,4041.66,6634.79,9761.03
new,Mix5,0.08,7.08856,5.37089,13.9809,27.8967,48.5398,77.4704,116.321,166.742,230.361,308.746,403.388,515.713,647.101,1170.11,2599.08,5193.94,9889.07,17256,26036.7
new,Mix5,0.1,7.10253,5.13003,13.4042,27.0348,47.6644,77.1784,117.652,171.302,240.44,327.428,434.645,564.463,719.248,1357.63,3181.45,6526.72,12654.8,23043.3,37470.3
new,Mix5,0.15,7.12514,3.95766,10.1316,20.5817,36.7242,60.1887,92.7676,136.368,192.963,264.543,353.081,460.51,588.718,1116.93,2617.32,5367.06,10430.2,18951.3,30371.1
new,Mix5,0.2,7.13565,3.38422,8.28049,16.432,28.8167,46.522,70.7,102.526,143.163,193.728,255.273,328.778,415.16,760.515,1695.72,3339.82,6188.85,10437.1,15144.9
new,Mix5,0.3,7.15030,2.94736,6.58754,12.2397,20.3407,31.352,45.7335,63.9263,86.3373,113.329,145.216,182.26,224.682,386.035,783.072,1401.33,2367.71,3738.01,5266.93
new,Mix5,0.356,7.15520,2.79307,6.01553,10.8698,17.648,26.6493,38.1605,52.4439,69.7285,90.2051,114.025,141.301,172.117,286.388,555.705,956.943,1559.89,2383.31,3268.56
new,Mix5,0.4,7.15823,2.68811,5.63829,9.98654,15.944,23.7213,33.513,45.4883,59.7862,76.5121,95.739,117.51,141.846,230.28,431.475,720.319,1140.22,1695.34,2271.77
new,Mix5,0.5,7.16240,2.52718,5.03919,8.57899,13.2487,19.1466,26.3567,34.9443,44.9538,56.4089,69.3145,83.659,99.4194,154.905,274.434,435.812,657.114,935.296,1213.19
new,Mix5,0.511,7.16258,2.5118,4.98521,8.45677,13.0211,18.769,25.7773,34.1048,43.7904,54.8533,67.2946,81.1003,96.2457,149.421,263.467,416.768,626.196,888.597,1150.12
new,Mix5,0.6,7.16472,2.39834,4.59438,7.58365,11.4127,16.1251,21.7533,28.3166,35.8201,44.2561,53.6055,63.8403,74.9273,112.964,191.445,292.844,426.64,589.151,746.866
new,Mix5,0.662,7.16928,2.34099,4.3947,7.13999,10.6041,14.8124,19.7817,25.5185,32.0184,39.2673,47.2431,55.9176,65.2594,96.9869,161.464,243.58,350.493,478.815,602.613
new,Mix5,0.8,7.16685,2.23112,4.02367,6.33249,9.15613,12.4938,16.34,20.6834,25.5072,30.7893,36.5045,42.6252,49.1236,70.6379,112.574,163.758,227.827,301.895,371.145
new,Mix5,1,7.16792,2.11856,3.65331,5.54807,7.78558,10.3519,13.2321,16.4093,19.8646,23.5778,27.5278,31.6938,36.0559,50.1526,76.5867,107.545,144.769,186.365,224.642
new,Mix5,1.173,6.62406,2.08305,3.52718,5.27489,7.30557,9.60292,12.1509,14.9327,17.9308,21.1271,24.5036,28.043,31.7293,43.5395,65.4299,90.8425,121.281,155.491,187.716
new,Mix5,1.33,6.16595,2.05572,3.42651,5.05316,6.91186,8.98383,11.2515,13.6975,16.3046,19.0561,21.9356,24.9282,28.0205,37.794,55.5596,75.8881,99.8893,126.244,150.364
new,Mix5,1.5,6.06625,2.00794,3.26571,4.71689,6.33711,8.10761,10.0117,12.0339,14.1595,16.3746,18.6666,21.0241,23.4371,30.9369,44.1849,58.8316,75.4838,93.1117,108.832
new,Mix5,2,6.01919,1.89717,2.93436,4.07337,5.2977,6.59547,7.95693,9.37364,10.8381,12.3436,13.8843,15.4549,17.0512,21.962,30.4947,39.6269,49.5922,60.0298,69.8807
new,Mix5,2.51,6.01294,1.8157,2.70979,3.65879,4.6527,5.68462,6.74921,7.84203,8.95937,10.098,11.2554,12.4292,13.6177,17.2614,23.5976,30.3696,37.6007,44.9511,51.8983
new,Mix5,3,6.00780,1.75171,2.5394,3.35106,4.18163,5.02773,5.88681,6.75684,7.63617,8.52344,9.41757,10.3177,11.2232,13.9685,18.6466,23.4852,28.4406,33.3431,38.0262
new,Mix5,4,6.00270,1.65294,2.29851,2.93989,3.5784,4.21485,4.84985,5.48386,6.11727,6.75037,7.38341,8.01659,8.65009,10.5537,13.7397,16.9381,20.1289,23.2755,26.3289
new,Mix5,5,6.00102,1.57499,2.12126,2.65118,3.16969,3.67984,4.18382,4.68325,5.17938,5.67321,6.16552,6.65692,7.14784,8.62033,11.0706,13.4776,15.7945,18.0467,20.341
new,Mix5,6,5.99918,1.52501,2.01035,2.47363,2.92176,3.35897,3.78818,4.21157,4.6308,5.04716,5.46168,5.87515,6.28816,7.52801,9.59681,11.6297,13.5812,15.4914,17.4894
new,Mix5,7,5.99723,1.47948,1.91418,2.32441,2.71803,3.09975,3.4728,3.83953,4.20173,4.56076,4.91769,5.27333,5.62828,6.69237,8.4594,10.1619,11.7064,13.0677,14.3478
new,Mix5,8,5.99561,1.44003,1.8321,2.19834,2.54717,2.8836,3.21104,3.53191,3.84807,4.16093,4.47158,4.78085,5.08937,6.01408,7.55089,9.0284,10.3395,11.4129,12.3007
new,Mix5,9,5.99561,1.40467,1.76291,2.09629,2.41301,2.7179,3.01422,3.30432,3.58993,3.87238,4.15268,4.43157,4.7096,5.54112,6.91075,8.20444,9.35967,10.4123,11.4967
new,Mix5,10,5.99268,1.37307,1.7014,2.00593,2.29454,2.5719,2.84113,3.10445,3.3635,3.61951,3.87339,4.12582,4.37722,5.12696,6.35093,7.50787,8.61939,9.80276,11.1821
new,Mix5,11,5.99308,1.35026,1.65754,1.94196,2.21112,2.46949,2.72006,2.96497,3.20579,3.44371,3.67962,3.91419,4.14786,4.84551,5.989,7.06977,8.08221,9.11686,10.2979
new,Mix5,12,5.99214,1.32945,1.61762,1.88386,2.13548,2.37675,2.61055,2.83892,3.06337,3.28505,3.50484,3.72337,3.9411,4.59182,5.66249,6.67763,7.61342,8.53373,9.55568
new,Mix5,13,5.99132,1.31031,1.58099,1.83066,2.06631,2.29205,2.51063,2.72401,2.93364,3.14062,3.3458,3.54981,3.75311,4.36116,5.36522,6.32169,7.19545,8.02667,8.92063
new,Mix5,14,5.99126,1.29259,1.54715,1.78159,2.0026,2.21413,2.4188,2.6185,2.8146,3.00818,3.20004,3.39081,3.58093,4.14996,5.09263,5.99545,6.81687,7.57733,8.36785
new,Mix5,15,5.99217,1.27607,1.51571,1.73606,1.94358,2.14202,2.3339,2.52102,2.70471,2.88599,3.06563,3.24424,3.42226,3.95541,4.84119,5.69425,6.46995,7.17296,7.87928
new,Mix6,0.015,6.88110,1.25089,1.38669,1.48037,1.55225,1.61136,1.66243,1.70814,1.75011,1.78938,1.82661,1.86222,1.8965,1.99267,2.13084,2.23546,2.30891,2.37186,2.44801
new,Mix6,0.02,6.91833,1.56843,1.93866,2.22496,2.46298,2.67037,2.85722,3.02979,3.19219,3.34722,3.49682,3.64237,3.78482,4.19898,4.85092,5.42889,5.90473,6.31558,6.75692
new,Mix6,0.03,6.96879,2.6468,4.09803,5.46016,6.77197,8.05612,9.32795,10.5987,11.877,13.1697,14.4826,15.8201,17.186,21.4791,29.3178,37.757,46.2284,54.5251,63.3869
new,Mix6,0.04,7.00264,3.94272,7.56918,11.7748,16.5305,21.8209,27.6353,33.965,40.8023,48.1405,55.9733,64.2959,73.1049,102.454,161.686,236.461,330.35,442.349,564.484
new,Mix6,0.05,7.01961,5.01856,11.0926,19.2115,29.5162,42.1594,57.2858,75.0247,95.4881,118.771,144.954,174.108,206.298,321.861,586.672,977.381,1558.13,2356.34,3282.72
new,Mix6,0.06,7.03195,5.47931,13.2376,24.6567,40.3357,60.9005,86.9658,119.114,157.884,203.763,257.189,318.562,388.256,651.254,1307.78,2385.53,4175.81,6858.73,10082.3
new,Mix6,0.08,7.04871,5.3983,14.1146,28.26,49.3113,78.8903,118.696,170.447,235.835,316.492,413.968,529.739,665.235,1205.02,2681.42,5367.09,10233.6,17861,26904.3
new,Mix6,0.1,7.06033,5.16199,13.5369,27.379,48.3867,78.5142,119.917,174.903,245.884,335.328,445.724,579.555,739.301,1399.4,3289.99,6763.16,13134.5,23960.8,39040.2
new,Mix6,0.15,7.07895,3.96219,10.1841,20.7586,37.1443,61.0198,94.232,138.745,196.588,269.806,360.419,470.402,601.679,1142.47,2677.49,5491.39,10680.6,19415.1,31077.7
new,Mix6,0.2,7.08679,3.38808,8.3194,16.5592,29.112,47.0958,71.6943,104.115,145.55,197.143,259.968,335.024,423.241,775.927,1730.94,3411.8,6326.35,10657.1,15409.7
new,Mix6,0.3,7.09907,2.95232,6.61626,12.3203,20.512,31.6639,46.2473,64.7134,87.4782,114.912,147.333,185.009,228.16,392.292,796.025,1424.8,2408.54,3803.56,5355.99
new,Mix6,0.356,7.10303,2.79743,6.03945,10.9347,17.7824,26.8887,38.5468,53.0247,70.5558,91.3341,115.512,143.205,174.494,290.51,563.822,971.079,1583.7,2420.47,3317.79
new,Mix6,0.4,7.10545,2.69205,5.65903,10.0415,16.0554,23.9162,33.8223,45.9464,60.4293,77.3779,96.8652,118.934,143.602,233.225,436.997,729.551,1155.25,1718.09,2300.94
new,Mix6,0.5,7.10876,2.53073,5.05554,8.61962,13.3274,19.2793,26.5609,35.2384,45.3568,56.9396,69.9909,84.4983,100.437,156.538,277.313,440.373,664.205,945.697,1226.39
new,Mix6,0.511,7.10888,2.51522,5.00107,8.49614,13.0972,18.8971,25.9739,34.3874,44.1767,55.3608,67.9401,81.8995,97.2129,150.964,266.167,421.025,632.799,898.254,1162.31
new,Mix6,0.6,7.11060,2.40083,4.60665,7.61408,11.4709,16.2213,21.8983,28.5212,36.0949,44.6106,54.0484,64.3792,75.5682,113.936,193.032,295.237,430.268,594.311,753.055
new,Mix6,0.662,7.11458,2.34375,4.40638,7.16743,10.6549,14.8948,19.9043,25.6896,32.2462,39.5594,47.6064,56.3582,65.7825,97.7812,162.777,245.588,353.54,483.136,607.853
new,Mix6,0.8,7.11217,2.23433,4.03406,6.35413,9.19326,12.5508,16.4212,20.7931,25.6492,30.9674,36.7219,42.8846,49.4274,71.0861,113.294,164.829,229.376,303.971,373.547
new,Mix6,1,7.11318,2.12,3.65936,5.56168,7.80961,10.389,13.2848,16.4797,19.9545,23.6885,27.6603,31.8487,36.2334,50.3975,76.9447,108.056,145.512,187.357,225.73
new,Mix6,1.173,6.60909,2.08391,3.52988,5.2803,7.31451,9.61615,12.1691,14.9565,17.9607,21.1635,24.5468,28.0933,31.7868,43.6191,65.5492,91.0157,121.532,155.828,188.102
new,Mix6,1.33,6.20011,2.0539,3.42096,5.04231,6.89433,8.95842,11.2172,13.6536,16.2505,18.9913,21.8601,24.842,27.9236,37.6661,55.3779,75.6267,99.5117,125.767,149.886
new,Mix6,1.5,6.11086,2.00589,3.25969,4.7055,6.31923,8.0824,9.97858,11.9925,14.1097,16.3165,18.6005,20.9504,23.3562,30.8374,44.057,58.6558,75.2386,92.8343,108.628
new,Mix6,2,6.06887,1.89504,2.92917,4.06446,5.28451,6.57754,7.93388,9.34517,10.804,12.3037,13.8384,15.403,16.9932,21.8858,30.3883,39.4874,49.412,59.8036,69.6141
new,Mix6,2.51,6.06286,1.81374,2.7055,3.65195,4.64315,5.67225,6.73393,7.82379,8.93811,10.0737,11.228,12.3987,13.5841,17.2179,23.5337,30.2764,37.4731,44.7965,51.7307
new,Mix6,3,6.05876,1.74985,2.5357,3.3456,4.17449,5.01901,5.8766,6.74525,7.62329,8.50936,9.40236,10.3014,11.2059,13.9481,18.6193,23.4474,28.3942,33.2961,37.9858
new,Mix6,4,6.05401,1.65172,2.2962,2.93661,3.57424,4.20993,4.84428,5.47775,6.11072,6.74348,7.37628,8.00933,8.64278,10.5468,13.7352,16.9373,20.132,23.2813,26.3352
new,Mix6,5,6.05256,1.57426,2.11991,2.6493,3.16739,3.67723,4.18101,4.68035,5.1765,5.67045,6.16299,6.65471,7.14607,8.62033,11.0747,13.4859,15.8067,18.0645,20.3687
new,Mix6,6,6.05085,1.52456,2.00935,2.47211,2.91978,3.35662,3.78556,4.20879,4.62795,5.04437,5.45905,5.87279,6.28618,7.52765,9.59974,11.6346,13.5871,15.5024,17.5148
new,Mix6,7,6.04906,1.47878,1.913,2.32292,2.71636,3.09802,3.47111,3.83797,4.20038,4.55971,4.917,5.27307,5.6285,6.69424,8.46385,10.1673,11.7131,13.0843,14.3915
new,Mix6,8,6.04739,1.43913,1.83077,2.19682,2.54565,2.88221,3.20988,3.53107,3.84761,4.1609,4.47203,4.78181,5.09086,6.01713,7.55542,9.03115,10.3382,11.414,12.3227
new,Mix6,9,6.04761,1.4039,1.76178,2.09504,2.41179,2.71682,3.01337,3.30377,3.58975,3.87262,4.15338,4.43277,4.71133,5.54459,6.91738,8.21462,9.37575,10.44,11.543
new,Mix6,10,6.04457,1.37242,1.70048,2.00491,2.29356,2.57106,2.8405,3.1041,3.36348,3.61988,3.8742,4.12712,4.37906,5.13081,6.35962,7.52237,8.63692,9.81816,11.1916
new,Mix6,11,6.04486,1.3497,1.65669,1.94099,2.21015,2.46861,2.71934,2.96446,3.20555,3.4438,3.6801,3.91509,4.14924,4.84866,5.99629,7.08217,8.09826,9.13298,10.3112
new,Mix6,12,6.04409,1.32896,1.61685,1.88296,2.13453,2.37584,2.60975,2.83828,3.06296,3.28493,3.50504,3.72395,3.94212,4.59442,5.66871,6.68824,7.62762,8.54925,9.57059
new,Mix6,13,6.04336,1.30989,1.5803,1.82981,2.06539,2.29114,2.50979,2.7233,2.93312,3.14035,3.34583,3.55018,3.75387,4.36339,5.37073,6.33105,7.20813,8.04123,8.93599
new,Mix6,14,6.04349,1.29222,1.54653,1.78081,2.00174,2.21325,2.41797,2.61777,2.81404,3.00783,3.19996,3.39104,3.58153,4.15195,5.0977,6.00402,6.82848,7.59102,8.38319
new,Mix6,15,6.04401,1.27576,1.51517,1.73536,1.94278,2.14119,2.3331,2.52031,2.70414,2.88561,3.06549,3.2444,3.42276,3.95722,4.84592,5.7022,6.48061,7.18568,7.89417
new,Mix7,0.015,6.86350,1.25342,1.39084,1.48576,1.55864,1.61862,1.67045,1.71685,1.75946,1.79934,1.83714,1.87332,1.90814,2.00585,2.14631,2.25278,2.32761,2.39176,2.46932
new,Mix7,0.02,6.89457,1.57588,1.95272,2.24496,2.48843,2.70089,2.89254,3.0697,3.23654,3.39591,3.54978,3.69956,3.84622,4.27306,4.94662,5.54629,6.04222,6.47084,6.92978
new,Mix7,0.03,6.93429,2.67545,4.16665,5.5755,6.93931,8.28008,9.61281,10.9486,12.296,13.6621,15.0526,16.472,17.9244,22.5052,30.9229,40.0619,49.339,58.5616,68.5473
new,Mix7,0.04,6.96099,3.99267,7.72421,12.0888,17.0599,22.6251,28.7763,35.5077,42.8138,50.69,59.1322,68.1374,77.7046,109.806,175.465,259.755,367.438,497.919,641.894
new,Mix7,0.05,6.97908,5.07136,11.276,19.6186,30.2593,43.3699,59.1138,77.6379,99.0704,123.521,151.083,181.839,215.866,338.457,621.008,1040.58,1668.47,2537.18,3550.23
new,Mix7,0.06,6.99318,5.52074,13.4027,25.0568,41.1163,62.2429,89.0869,122.265,162.347,209.849,265.233,328.92,401.304,674.789,1358.57,2483.2,4356.05,7167.53,10542.1
new,Mix7,0.08,7.00871,5.42595,14.25,28.629,50.0959,80.3364,121.116,174.224,241.419,324.395,424.761,544.044,683.722,1240.54,2764.82,5541.8,10579.9,18465.2,27760.6
new,Mix7,0.1,7.01799,5.19424,13.6713,27.7285,49.1219,79.8763,122.23,178.586,251.458,343.424,457.086,595.045,759.898,1442.37,3401.69,7006.28,13627.1,24902.3,40651.2
new,Mix7,0.15,7.03263,3.96676,10.237,20.9375,37.5693,61.8609,95.7143,141.151,200.256,275.126,367.83,480.382,614.737,1168.06,2737.1,5613.32,10924.4,19862.6,31748.5
new,Mix7,0.2,7.03779,3.39198,8.35869,16.6876,29.4108,47.6765,72.7009,105.723,147.965,200.596,264.713,341.329,431.388,791.4,1766.04,3483.15,6461.79,10870.8,15659.2
new,Mix7,0.3,7.04770,2.95732,6.64532,12.4018,20.6855,31.9801,46.7683,65.5117,88.6354,116.517,149.48,187.794,231.682,398.61,809.027,1448.23,2449.12,3868.4,5443.37
new,Mix7,0.356,7.05072,2.80183,6.06364,11.0005,17.9187,27.1314,38.9385,53.6135,71.3945,92.4784,117.02,145.133,176.899,294.67,571.968,985.195,1607.38,2457.27,3366.18
new,Mix7,0.4,7.05253,2.69602,5.68001,10.0971,16.1683,24.1136,34.1358,46.4105,61.081,78.255,98.0055,120.374,145.378,236.195,442.534,738.759,1170.18,1740.59,2329.57
new,Mix7,0.5,7.05499,2.53431,5.07208,8.66076,13.4072,19.4138,26.7678,35.5365,45.7651,57.4771,70.6758,85.3476,101.466,158.185,280.204,444.933,671.27,956.027,1239.42
new,Mix7,0.511,7.05505,2.51868,5.01711,8.536,13.1744,19.0268,26.1731,34.6737,44.568,55.8747,68.5935,82.708,98.1907,152.52,268.876,425.279,639.374,907.841,1174.35
new,Mix7,0.6,7.05634,2.40336,4.61907,7.64488,11.5297,16.3186,22.0451,28.7284,36.3728,44.9691,54.496,64.9233,76.215,114.915,194.619,297.62,433.869,599.416,759.13
new,Mix7,0.662,7.05974,2.34654,4.41818,7.19522,10.7064,14.9784,20.0284,25.8629,32.4768,39.8551,47.974,56.8038,66.3113,98.5826,164.098,247.602,356.59,487.451,613.06
new,Mix7,0.8,7.05734,2.23758,4.04458,6.37602,9.23086,12.6085,16.5035,20.9042,25.7931,31.1478,36.942,43.1473,49.7351,71.5394,114.023,165.91,230.939,306.061,375.958
new,Mix7,1,7.05831,2.12145,3.66547,5.57544,7.8339,10.4266,13.3381,16.5508,20.0453,23.8003,27.7941,32.005,36.4125,50.6442,77.3042,108.568,146.259,188.35,226.813
new,Mix7,1.173,6.59408,2.08478,3.5326,5.28574,7.3235,9.62946,12.1874,14.9804,17.9907,21.2001,24.5903,28.1439,31.8446,43.6991,65.6692,91.1897,121.785,156.166,188.489
new,Mix7,1.33,6.23435,2.05209,3.41543,5.0315,6.87686,8.93311,11.1831,13.6098,16.1966,18.9269,21.7849,24.756,27.827,37.5386,55.1968,75.3668,99.1365,125.291,149.408
new,Mix7,1.5,6.15559,2.00386,3.25371,4.69417,6.30146,8.05733,9.94563,11.9513,14.0601,16.2587,18.5347,20.8769,23.2756,30.7384,43.9301,58.4825,74.9973,92.56,108.424
new,Mix7,2,6.11867,1.89292,2.92401,4.05561,5.27141,6.55974,7.911,9.3169,10.7701,12.264,13.7928,15.3514,16.9355,21.8101,30.2826,39.3486,49.2328,59.5786,69.3489
new,Mix7,2.51,6.11291,1.81178,2.70124,3.64516,4.63366,5.65995,6.71874,7.80565,8.91699,10.0496,11.2008,12.3685,13.5508,17.1749,23.4705,30.1844,37.3471,44.6434,51.5644
new,Mix7,3,6.10985,1.748,2.53203,3.34018,4.1674,5.01034,5.86645,6.73372,7.61047,8.49535,9.38724,10.2853,11.1887,13.928,18.5924,23.4103,28.3485,33.2495,37.9454
new,Mix7,4,6.10544,1.65051,2.29391,2.93334,3.57011,4.20505,4.83875,5.47168,6.1042,6.73662,7.36918,8.00209,8.6355,10.5399,13.7306,16.9364,20.1347,23.2861,26.3402
new,Mix7,5,6.10421,1.57355,2.11856,2.64743,3.1651,3.67464,4.17822,4.67746,5.17363,5.66771,6.16047,6.65251,7.14429,8.62032,11.0787,13.494,15.8187,18.0821,20.3961
new,Mix7,6,6.10264,1.52412,2.00836,2.4706,2.91782,3.35429,3.78296,4.20601,4.62512,5.04159,5.45643,5.87043,6.28419,7.52722,9.60242,11.6389,13.5921,15.5127,17.5398
new,Mix7,7,6.10104,1.47806,1.91181,2.32143,2.7147,3.09631,3.46945,3.83646,4.1991,4.55873,4.9164,5.27291,5.62884,6.69625,8.46834,10.1725,11.7199,13.1031,14.4413
new,Mix7,8,6.09936,1.43819,1.82938,2.19527,2.54411,2.88084,3.20877,3.53031,3.84728,4.16104,4.47268,4.78301,5.09262,6.02047,7.55998,9.03327,10.3361,11.4167,12.3525
new,Mix7,9,6.09981,1.4031,1.76063,2.09378,2.41057,2.71577,3.01259,3.30332,3.5897,3.87301,4.15426,4.43418,4.7133,5.54837,6.92443,8.22549,9.39336,10.4711,11.5954
new,Mix7,10,6.09680,1.37175,1.69954,2.00391,2.29264,2.57032,2.84002,3.10394,3.36371,3.62054,3.87535,4.1288,4.38134,5.13531,6.36964,7.53931,8.65761,9.8361,11.2017
new,Mix7,11,6.09695,1.34912,1.65585,1.94005,2.20922,2.46779,2.7187,2.96407,3.20547,3.44408,3.68078,3.91624,4.15091,4.85223,6.00444,7.09619,8.11663,9.15145,10.3261
new,Mix7,12,6.09640,1.32847,1.61609,1.88207,2.13361,2.37498,2.60901,2.83774,3.06267,3.28493,3.5054,3.72472,3.94335,4.59734,5.67558,6.70005,7.64367,8.56698,9.58767
new,Mix7,13,6.09585,1.30947,1.57962,1.82899,2.06451,2.29027,2.50901,2.72267,2.93269,3.14017,3.34596,3.55068,3.75478,4.36585,5.37669,6.34121,7.22207,8.05755,8.95361
new,Mix7,14,6.09620,1.29187,1.54594,1.78006,2.0009,2.2124,2.41717,2.61708,2.81352,3.00753,3.19994,3.39135,3.58222,4.15409,5.10304,6.01299,6.84066,7.60572,8.40037
new,Mix7,15,6.09620,1.27548,1.51466,1.7347,1.94202,2.1404,2.33233,2.51962,2.70359,2.88525,3.06538,3.24459,3.4233,3.95911,4.85076,5.71022,6.49128,7.19863,7.91013
new,Mix8,0.015,6.85461,1.2547,1.39295,1.4885,1.56189,1.6223,1.67451,1.72127,1.76421,1.8044,1.8425,1.87895,1.91405,2.01254,2.15418,2.26158,2.33712,2.40189,2.48017
new,Mix8,0.02,6.88257,1.57966,1.95986,2.25513,2.50138,2.71644,2.91054,3.09006,3.25918,3.42077,3.57684,3.72879,3.87761,4.31097,4.99566,5.60653,6.11287,6.55072,7.01879
new,Mix8,0.03,6.91690,2.68995,4.20154,5.63433,7.02488,8.39485,9.75906,11.1285,12.5118,13.916,15.3468,16.8089,18.3063,23.0374,31.7583,41.2657,50.9701,60.6888,71.2805
new,Mix8,0.04,6.93962,4.0189,7.80619,12.2557,17.3428,23.0568,29.3915,36.3427,43.9065,52.0798,60.8597,70.2448,80.2353,113.884,183.199,272.975,388.718,530.137,687.19
new,Mix8,0.05,6.95489,5.10891,11.4052,19.9069,30.7904,44.2448,60.4506,79.5721,101.754,127.122,155.786,187.841,223.381,351.933,650.326,1096.83,1769.97,2708.42,3811.29
new,Mix8,0.06,6.96689,5.56225,13.5554,25.4195,41.8247,63.4734,91.0604,125.249,166.657,215.847,273.329,339.571,415.011,701.144,1421.15,2612.7,4608.8,7626.82,11280.3
new,Mix8,0.08,6.98345,5.45247,14.3622,28.9222,50.7122,81.4739,123.037,177.259,245.974,330.951,433.876,556.352,699.931,1273.48,2848.38,5725.4,10960,19182.9,28915.5
