material_id,density_g_cm3,Energy(MeV),n_incident,n_transmitted_strict,n_transmitted_forward,T_strict,T_strict_uncertainty,MAC_strict(cm2/g),T_forward,MAC_forward(cm2/g),IdealMAC(cm2/g),LAC(1/cm),HVL(cm),TVL(cm),MFP(cm),Zeff,RPE(%),OpticalDensity,CrossSection(barn),Thikness(cm),geant4_version,physics_list,seed,run_id,timestamp
dALL,1.352030e+00,5.000000e-02,996219,739652,859964,7.424592e-01,4.381087e-04,2.202520e-01,8.632279e-01,1.087820e-01,2.204778e-01,2.977873e-01,2.327659e+00,7.732314e+00,3.358101e+00,7.332381e+00,2.575408e+01,1.293274e-01,2.402940e+00,1.000000e+00,$Name: geant4-11-04-patch-02 $,G4EmStandardPhysics_option4+G4DecayPhysics+G4RadioactiveDecayPhysics,3005037,dALL_2026-09-19T19:30:14Z,2026-09-19T19:30:14Z
