Energy_MeV,Mix1,Mix2,Mix3,Mix4,Mix5,Mix6,Mix7,Mix8,Mix9,Mix10
0.015,2.3182,2.42188,2.2224,2.21355,2.29064,2.30891,2.32761,2.33712,2.34674,2.36633
0.02,5.97285,6.55921,5.45149,5.41629,5.77213,5.90473,6.04222,6.11287,6.18483,6.33277
0.03,47.7588,57.774,41.8308,41.2801,43.4609,46.2284,49.339,50.9701,52.6534,56.1808
0.04,347.178,458.408,313.51,309.082,322.14,330.35,367.438,388.718,411.05,458.994
0.05,1581.49,2045.6,1474.41,1449.26,1511.25,1558.13,1668.47,1769.97,1876.77,2106.97
0.06,4242.86,5202.73,3958.28,3886.16,4041.66,4175.81,4356.05,4608.8,4874.33,5445.65
0.08,10406.6,11973.8,9744.2,9558.26,9889.07,10233.6,10579.9,10960,11518,12709.7
0.1,13379.2,15130.7,12510.9,12255.6,12654.8,13134.5,13627.1,13951.2,14700.1,16287.8
0.15,10803.4,11479.6,10394.9,10253.1,10430.2,10680.6,10924.4,11043.6,11369.1,12341.3
0.2,6394.35,6674.91,6181.85,6104.37,6188.85,6326.35,6461.79,6528.64,6662.19,7098.68
0.3,2428.86,2490.12,2368.83,2345.88,2367.71,2408.54,2449.12,2469.3,2496.44,2634.25
0.356,1595.56,1629.18,1561.2,1547.79,1559.89,1583.7,1607.38,1619.17,1632.73,1712.36
0.4,1162.73,1183.66,1141.31,1132.82,1140.22,1155.25,1170.18,1177.61,1185.36,1236.34
0.5,667.741,677.506,657.793,653.793,657.114,664.205,671.27,674.791,678.303,704.458
0.511,636.09,645.167,626.838,623.112,626.196,632.799,639.374,642.65,645.918,670.103
0.6,432.072,436.992,427.036,424.983,426.64,430.268,433.869,435.659,437.441,448.924
0.662,355.064,359.204,350.877,349.16,350.493,353.54,356.59,358.116,359.642,367.634
0.8,230.156,232.295,228.016,227.147,227.827,229.376,230.939,231.726,232.516,236.322
1,145.885,146.902,144.861,144.443,144.769,145.512,146.259,146.633,147.008,149
1.173,121.658,123.657,119.68,119.437,121.281,121.532,121.785,121.911,122.039,122.294
1.33,99.3238,100.668,98.009,98.0982,99.8893,99.5117,99.1365,98.9498,98.7636,98.3931
1.5,75.1174,75.7913,74.4716,74.5394,75.4838,75.2386,74.9973,74.8781,74.7599,74.5263
2,49.3223,49.7558,48.8803,48.9348,49.5922,49.412,49.2328,49.1436,49.0546,48.8773
2.51,37.4099,37.7012,37.1049,37.1426,37.6007,37.4731,37.3471,37.2847,37.2227,37.0999
3,28.3712,28.4868,28.262,28.2757,28.4406,28.3942,28.3485,28.3259,28.3034,28.2591
4,20.1334,20.1468,20.1382,20.1378,20.1289,20.132,20.1347,20.1358,20.1368,20.1383
5,15.8127,15.8021,15.8408,15.8373,15.7945,15.8067,15.8187,15.8245,15.8303,15.8418
6,13.5897,13.5731,13.5993,13.5984,13.5812,13.5871,13.5921,13.5942,13.5962,13.5996
7,11.7165,11.7003,11.734,11.7316,11.7064,11.7131,11.7199,11.7235,11.7271,11.7347
8,10.337,10.3263,10.3345,10.3345,10.3395,10.3382,10.3361,10.3353,10.3348,10.3346
9,9.38453,9.35768,9.42765,9.42206,9.35967,9.37575,9.39336,9.40226,9.41121,9.42931
10,8.64727,8.62073,8.69692,8.69069,8.61939,8.63692,8.65761,8.66792,8.6782,8.69867
11,8.10746,8.08107,8.15166,8.1461,8.08221,8.09826,8.11663,8.1258,8.13495,8.15319
12,7.63565,7.60971,7.6743,7.66943,7.61342,7.62762,7.64367,7.65169,7.65969,7.67568
13,7.2151,7.18948,7.24865,7.24441,7.19545,7.20813,7.22207,7.22903,7.23598,7.24988
14,6.83457,6.80905,6.8638,6.86011,6.81687,6.82848,6.84066,6.84674,6.85281,6.86493
15,6.48596,6.46064,6.51152,6.50832,6.46995,6.48061,6.49128,6.49659,6.50188,6.5124
