Energy_MeV,Mix1,Mix2,Mix3,Mix4,Mix5,Mix6,Mix7,Mix8,Mix9,Mix10
0.015,2.13853,2.2241,2.05906,2.05171,2.11571,2.13084,2.14631,2.15418,2.16213,2.17831
0.02,4.89838,5.30344,4.53267,4.50695,4.75828,4.85092,4.94662,4.99566,5.04551,5.14771
0.03,30.1095,35.2029,26.9253,26.6062,27.87,29.3178,30.9229,31.7583,32.6163,34.4017
0.04,168.022,208.019,153.339,151.193,157.577,161.686,175.465,183.199,191.232,208.225
0.05,595.387,728.563,555.989,546.921,569.393,586.672,621.008,650.326,680.863,745.745
0.06,1327.83,1566.19,1243.55,1222.5,1268.04,1307.78,1358.57,1421.15,1486.32,1624.79
0.08,2722.99,3064.09,2564.62,2520.53,2599.08,2681.42,2764.82,2848.38,2967.39,3219.29
0.1,3345.44,3705.46,3148.92,3091.27,3181.45,3289.99,3401.69,3472.16,3620.55,3932.25
0.15,2707.37,2859.46,2608.9,2575.34,2617.32,2677.49,2737.1,2766.65,2836.46,3038.34
0.2,1748.51,1819.3,1693.93,1674.26,1695.72,1730.94,1766.04,1783.52,1816.26,1920.68
0.3,802.52,822.144,783.426,776.196,783.072,796.025,809.027,815.545,823.922,862.713
0.356,567.891,579.536,556.152,551.61,555.705,563.822,571.968,576.051,580.663,605.042
0.4,439.764,447.578,431.874,428.778,431.475,436.997,442.534,445.307,448.194,465.087
0.5,278.757,282.776,274.708,273.093,274.434,277.313,280.204,281.654,283.106,292.171
0.511,267.52,271.282,263.729,262.214,263.467,266.167,268.876,270.235,271.595,280.103
0.6,193.825,196.006,191.617,190.723,191.445,193.032,194.619,195.413,196.206,200.995
0.662,163.437,165.234,161.629,160.891,161.464,162.777,164.098,164.761,165.425,168.853
0.8,113.658,114.655,112.662,112.258,112.574,113.294,114.023,114.389,114.758,116.489
1,77.1242,77.614,76.6313,76.4299,76.5867,76.9447,77.3042,77.4846,77.6653,78.6053
1.173,65.6091,66.5564,64.6684,64.5527,65.4299,65.5492,65.6692,65.7293,65.7896,65.9107
1.33,55.2873,55.9326,54.649,54.6925,55.5596,55.3779,55.1968,55.1065,55.0162,54.8362
1.5,43.9934,44.3436,43.6494,43.6859,44.1849,44.057,43.9301,43.867,43.804,43.6789
2,30.3354,30.5941,30.0749,30.1069,30.4947,30.3883,30.2826,30.23,30.1775,30.0731
2.51,23.502,23.6554,23.3486,23.3676,23.5976,23.5337,23.4705,23.4392,23.408,23.346
3,18.6058,18.6762,18.5417,18.5497,18.6466,18.6193,18.5924,18.5792,18.566,18.54
4,13.7329,13.7536,13.7217,13.7231,13.7397,13.7352,13.7306,13.7283,13.726,13.7213
5,11.0767,11.0765,11.0861,11.0849,11.0706,11.0747,11.0787,11.0806,11.0826,11.0864
6,9.60111,9.59522,9.60681,9.60617,9.59681,9.59974,9.60242,9.60366,9.60484,9.60699
7,8.46611,8.45792,8.47653,8.47524,8.4594,8.46385,8.46834,8.47053,8.47268,8.4769
8,7.55772,7.5484,7.56839,7.56707,7.55089,7.55542,7.55998,7.56222,7.56442,7.56875
9,6.92091,6.90933,6.93775,6.93562,6.91075,6.91738,6.92443,6.92794,6.93143,6.93838
10,6.36466,6.35115,6.38824,6.38533,6.35093,6.35962,6.36964,6.37457,6.37945,6.38905
11,6.00038,5.98777,6.01975,6.01734,5.989,5.99629,6.00444,6.00847,6.01248,6.02041
12,5.67215,5.66025,5.68857,5.68651,5.66249,5.66871,5.67558,5.67899,5.68239,5.68915
13,5.37371,5.36232,5.388,5.3862,5.36522,5.37073,5.37669,5.37966,5.38262,5.38852
14,5.10037,5.0893,5.11313,5.11152,5.09263,5.0977,5.10304,5.10569,5.10834,5.11362
15,4.84834,4.83759,4.85995,4.8585,4.84119,4.84592,4.85076,4.85317,4.85557,4.86035
