Energy_MeV,Mix1,Mix2,Mix3,Mix4,Mix5,Mix6,Mix7,Mix8,Mix9,Mix10
0.015,2.38175,2.49221,2.27987,2.27047,2.35242,2.37186,2.39176,2.40189,2.41213,2.433
0.02,6.39248,7.05686,5.8057,5.76645,6.1661,6.31558,6.47084,6.55072,6.63215,6.79977
0.03,56.5077,69.6308,48.9993,48.3349,50.9647,54.5251,58.5616,60.6888,62.8909,67.5274
0.04,467.414,636.755,420.442,414.602,431.731,442.349,497.919,530.137,564.128,637.659
0.05,2391.7,3177.54,2228.6,2189.94,2285.01,2356.34,2537.18,2708.42,2889.5,3282.75
0.06,6970.14,8714.1,6494.96,6373.65,6634.79,6858.73,7167.53,7626.82,8111.58,9161.75
0.08,18163.4,21144.1,17000.5,16671.7,17256,17861,18465.2,19182.9,20260.6,22575.9
0.1,24428.5,27894.5,22767.9,22279.5,23043.3,23960.8,24902.3,25531.1,27030.3,30223.7
0.15,19641,20920.2,18885.5,18621.1,18951.3,19415.1,19862.6,20079.7,20705.6,22595.5
0.2,10764.8,11242.3,10425.8,10300.4,10437.1,10657.1,10870.8,10975,11217.9,12056.8
0.3,3836.08,3934.04,3739.81,3702.84,3738.01,3803.56,3868.4,3900.51,3944.9,4181.72
0.356,2438.92,2490.98,2385.37,2364.38,2383.31,2420.47,2457.27,2475.52,2496.64,2624.82
0.4,1729.38,1760.8,1697,1684.12,1695.34,1718.09,1740.59,1751.74,1763.36,1840.6
0.5,950.871,965.116,936.293,930.414,935.296,945.697,956.027,961.162,966.275,1007.39
0.511,903.057,916.26,889.538,884.077,888.597,898.254,907.841,912.606,917.349,954.904
0.6,596.871,603.827,589.714,586.787,589.151,594.311,599.416,601.946,604.46,619.938
0.662,485.294,491.14,479.36,476.924,478.815,483.136,487.451,489.605,491.758,502.622
0.8,305.014,307.872,302.148,300.983,301.895,303.971,306.061,307.113,308.168,313.485
1,187.854,189.204,186.489,185.93,186.365,187.357,188.35,188.848,189.345,192.07
1.173,155.997,158.67,153.343,153.017,155.491,155.828,156.166,156.336,156.506,156.848
1.33,125.528,127.226,123.856,123.969,126.244,125.767,125.291,125.054,124.817,124.346
1.5,92.6967,93.4577,91.9578,92.0358,93.1117,92.8343,92.56,92.424,92.2888,92.0207
2,59.691,60.243,59.1359,59.2043,60.0298,59.8036,59.5786,59.4666,59.3548,59.1321
2.51,44.7197,45.0797,44.3482,44.3943,44.9511,44.7965,44.6434,44.5675,44.492,44.3421
3,33.2728,33.3978,33.1601,33.1744,33.3431,33.2961,33.2495,33.2262,33.2031,33.157
4,23.2838,23.2941,23.2927,23.2919,23.2755,23.2813,23.2861,23.2882,23.29,23.2929
5,18.0734,18.0554,18.115,18.1098,18.0467,18.0645,18.0821,18.0908,18.0994,18.1164
6,15.5076,15.4782,15.5303,15.5276,15.4914,15.5024,15.5127,15.5175,15.5222,15.531
7,13.0935,13.0642,13.1441,13.137,13.0677,13.0843,13.1031,13.1132,13.1237,13.1461
8,11.4149,11.3987,11.4316,11.4282,11.4129,11.414,11.4167,11.4192,11.4227,11.4326
9,10.4555,10.4148,10.532,10.522,10.4123,10.44,10.4711,10.4868,10.5027,10.5349
10,9.82711,9.80157,9.8708,9.86524,9.80276,9.81816,9.8361,9.84512,9.85417,9.87236
11,9.1422,9.11518,9.18702,9.18135,9.11686,9.13298,9.15145,9.16071,9.16999,9.18858
12,8.55811,8.53032,8.60099,8.59557,8.53373,8.54925,8.56698,8.57586,8.58474,8.60253
13,8.04939,8.02107,8.08873,8.08376,8.02667,8.04123,8.05755,8.0657,8.07386,8.09018
14,7.59838,7.56948,7.63365,7.62919,7.57733,7.59102,7.60572,7.61306,7.62038,7.63501
15,7.19217,7.16297,7.22321,7.21933,7.17296,7.18568,7.19863,7.20508,7.2115,7.22427
