Energy_MeV,Mix1,Mix2,Mix3,Mix4,Mix5,Mix6,Mix7,Mix8,Mix9,Mix10
0.015,1.61497,1.65479,1.57742,1.57391,1.60424,1.61136,1.61862,1.6223,1.62601,1.63356
0.02,2.68553,2.81275,2.56702,2.55789,2.64059,2.67037,2.70089,2.71644,2.73219,2.76429
0.03,8.16718,8.85662,7.68708,7.63218,7.84838,8.05612,8.28008,8.39485,8.51152,8.75073
0.04,22.2014,24.391,21.028,20.8273,21.428,21.8209,22.6251,23.0568,23.4967,24.4018
0.05,42.5699,46.4928,40.7283,40.3089,41.351,42.1594,43.3699,44.2448,45.1364,46.9712
0.06,61.4883,66.2276,59.0324,58.4244,59.742,60.9005,62.2429,63.4734,64.727,67.3052
0.08,79.6101,84.1173,76.8781,76.1215,77.4704,78.8903,80.3364,81.4739,82.944,85.9632
0.1,79.1919,82.8187,76.7755,76.0586,77.1784,78.5142,79.8763,80.6688,82.0427,84.858
0.15,61.4391,63.2234,60.0736,59.6181,60.1887,61.0198,61.8609,62.2852,63.0066,64.8889
0.2,47.3853,48.4515,46.4932,46.1766,46.522,47.0958,47.6765,47.9696,48.4144,49.6777
0.3,31.8214,32.2961,31.3604,31.1875,31.352,31.6639,31.9801,32.1399,32.3291,33.0455
0.356,27.0096,27.3591,26.6624,26.5293,26.6493,26.8887,27.1314,27.2539,27.3875,27.9484
0.4,24.0146,24.2955,23.7353,23.6268,23.7213,23.9162,24.1136,24.2134,24.3164,24.7818
0.5,19.3464,19.5345,19.1592,19.0852,19.1466,19.2793,19.4138,19.4817,19.5501,19.8698
0.511,18.9617,19.1431,18.7813,18.7099,18.769,18.8971,19.0268,19.0924,19.1583,19.4671
0.6,16.2698,16.4047,16.1355,16.0817,16.1251,16.2213,16.3186,16.3678,16.4172,16.6483
0.662,14.9365,15.0508,14.8227,14.7766,14.8124,14.8948,14.9784,15.0206,15.063,15.2541
0.8,12.5796,12.6588,12.5007,12.4688,12.4938,12.5508,12.6085,12.6377,12.667,12.7997
1,10.4078,10.4592,10.3565,10.3357,10.3519,10.389,10.4266,10.4455,10.4646,10.5522
1.173,9.6228,9.7283,9.51876,9.50601,9.60292,9.61615,9.62946,9.63614,9.64285,9.6563
1.33,8.94575,9.03609,8.85673,8.86279,8.98383,8.95842,8.93311,8.92049,8.9079,8.8828
1.5,8.06985,8.13887,8.0018,8.00904,8.10761,8.0824,8.05733,8.04485,8.03241,8.00764
2,6.56862,6.61471,6.52478,6.53018,6.59547,6.57754,6.55974,6.55088,6.54205,6.52448
2.51,5.66609,5.69779,5.63607,5.63981,5.68462,5.67225,5.65995,5.65383,5.64773,5.63558
3,5.01467,5.03665,4.99371,4.99636,5.02773,5.01901,5.01034,5.00602,5.00171,4.99313
4,4.20749,4.21999,4.19573,4.19722,4.21485,4.20993,4.20505,4.20262,4.20019,4.19536
5,3.67593,3.68351,3.66971,3.6705,3.67984,3.67723,3.67464,3.67335,3.67206,3.66949
6,3.35545,3.36118,3.34987,3.35058,3.35897,3.35662,3.35429,3.35313,3.35197,3.34967
7,3.09716,3.10155,3.09306,3.09358,3.09975,3.09802,3.09631,3.09546,3.09461,3.09291
8,2.88152,2.88502,2.8782,2.87862,2.8836,2.88221,2.88084,2.88015,2.87946,2.87808
9,2.7163,2.71923,2.71377,2.71409,2.7179,2.71682,2.71577,2.71525,2.71472,2.71368
10,2.57069,2.57321,2.5689,2.56913,2.5719,2.57106,2.57032,2.56995,2.56958,2.56884
11,2.4682,2.47067,2.46622,2.46647,2.46949,2.46861,2.46779,2.46738,2.46697,2.46615
12,2.37541,2.37782,2.37335,2.37361,2.37675,2.37584,2.37498,2.37455,2.37413,2.37327
13,2.29071,2.29303,2.28863,2.28889,2.29205,2.29114,2.29027,2.28984,2.28941,2.28856
14,2.21282,2.21505,2.2108,2.21106,2.21413,2.21325,2.2124,2.21198,2.21156,2.21072
15,2.1408,2.1429,2.13889,2.13913,2.14202,2.14119,2.1404,2.14,2.13961,2.13883
